"date","USW00014819_PRCP","USW00014819_tavg2","USW00014819_TMAX","USW00014819_TMIN","USW00094846_PRCP","USW00094846_tavg2","USW00094846_TMAX","USW00094846_TMIN"
2008-11-15,0,39,43,35,0,38.5,42,35
2008-11-16,0,32.5,36,29,0.01,33,37,29
2008-11-17,0,31,36,26,0,31,36,26
2008-11-18,0,28.5,35,22,0,27.5,34,21
2008-11-19,0,36.5,44,29,0,36.5,44,29
2008-11-20,0,29.5,36,23,0,29,36,22
2008-11-21,0,23,29,17,0,23,29,17
2008-11-22,0,26,33,19,0,26,35,17
2008-11-23,0,34,44,24,0,32.5,45,20
2008-11-24,0.05,35,38,32,0.14,35,38,32
2008-11-25,0,34,40,28,0,34,40,28
2008-11-26,0,33,42,24,0,33,42,24
2008-11-27,0,35,45,25,0,33.5,45,22
2008-11-28,0,35.5,44,27,0,35,44,26
2008-11-29,0,34.5,44,25,0,32,44,20
2008-11-30,0.25,36,39,33,0.67,36,39,33
2008-12-01,0.09,29,36,22,0.42,27,33,21
2008-12-02,0,27.5,34,21,0,28,35,21
2008-12-03,0.03,30.5,39,22,0.09,29,38,20
2008-12-04,0,19,24,14,0,17,22,12
2008-12-05,0,15.5,22,9,0,15,23,7
2008-12-06,0.04,23,32,14,0.02,22.5,32,13
2008-12-07,0,13,20,6,0,12,20,4
2008-12-08,0.06,30,40,20,0.02,27,38,16
2008-12-09,0.93,34.5,42,27,1.47,31.5,38,25
2008-12-10,0,26,30,22,0,23.5,29,18
2008-12-11,0,26,33,19,0,24.5,32,17
2008-12-12,0,17,21,13,0,16,21,11
2008-12-13,0.27,30,40,20,0.19,29,39,19
2008-12-14,0.12,42,51,33,0.18,40.5,50,31
2008-12-15,0.07,19.5,33,6,0.07,18,31,5
2008-12-16,0.18,14.5,21,8,0.31,14,22,6
2008-12-17,0,15,20,10,0,13,20,6
2008-12-18,0.05,16.5,24,9,0.06,13,23,3
2008-12-19,0.85,27.5,32,23,0.59,27,32,22
2008-12-20,0.03,23.5,31,16,0.05,24,31,17
2008-12-21,0,5.5,16,-5,0,5,16,-6
2008-12-22,0,2.5,8,-3,0,1.5,7,-4
2008-12-23,0.28,21,34,8,0.27,20.5,34,7
2008-12-24,0.18,21,35,7,0.18,20,34,6
2008-12-25,0,14.5,26,3,0,12,24,0
2008-12-26,0.05,39.5,53,26,0.09,38,52,24
2008-12-27,1.63,47.5,62,33,1.74,46.5,61,32
2008-12-28,0,29,33,25,0,28,32,24
2008-12-29,0,36.5,44,29,0,36,43,29
2008-12-30,0,34,41,27,0.02,32,40,24
2008-12-31,0,20,27,13,0,17.5,24,11
2009-01-01,0,25,32,18,0,24,31,17
2009-01-02,0,25.5,31,20,0,24,30,18
2009-01-03,0,28,37,19,0.01,26.5,36,17
2009-01-04,0.02,28,38,18,0.1,27,37,17
2009-01-05,0,20,28,12,0,20,29,11
2009-01-06,0.01,25.5,31,20,0.04,23,30,16
2009-01-07,0.03,21,29,13,0.02,21,29,13
2009-01-08,0,16.5,21,12,0,16.5,21,12
2009-01-09,0.13,21.5,29,14,0.27,20.5,29,12
2009-01-10,0.12,29,37,21,0.35,24.5,29,20
2009-01-11,0,19,21,17,0,16.5,20,13
2009-01-12,0.11,22,31,13,0.1,16,29,3
2009-01-13,0.01,15.5,30,1,0,13.5,29,-2
2009-01-14,0.06,8.5,16,1,0.16,6,14,-2
2009-01-15,0,-6,1,-13,0,-7,-1,-13
2009-01-16,0,-7,4,-18,0,-7.5,3,-18
2009-01-17,0,14.5,25,4,0,13.5,24,3
2009-01-18,0,14,18,10,0,12.5,17,8
2009-01-19,0,17.5,24,11,0,16,23,9
2009-01-20,0,18,26,10,0,17.5,24,11
2009-01-21,0,20.5,29,12,0,20.5,28,13
2009-01-22,0,25.5,35,16,0,23.5,33,14
2009-01-23,0,24.5,34,15,0,23.5,34,13
2009-01-24,0,10,18,2,0,6,13,-1
2009-01-25,0,27.5,53,2,0,5.5,13,-2
2009-01-26,0,12,17,7,0,8,17,-1
2009-01-27,0,16.5,23,10,0.04,13.5,20,7
2009-01-28,0,16.5,20,13,0.07,13,18,8
2009-01-29,0,21,29,13,0,22,30,14
2009-01-30,0,11,16,6,0,9,14,4
2009-01-31,0,22.5,38,7,0,22.5,38,7
2009-02-01,0,32.5,39,26,0,30,36,24
2009-02-02,0,19.5,27,12,0,17,26,8
2009-02-03,0,12,21,3,0,10.5,20,1
2009-02-04,0,10.5,18,3,0,8.5,17,0
2009-02-05,0,15.5,26,5,0,10.5,25,-4
2009-02-06,0,30,44,16,0,25,42,8
2009-02-07,0,48,59,37,0,46,56,36
2009-02-08,0,36,43,29,0,34,43,25
2009-02-09,0.13,41,54,28,0.12,39.5,53,26
2009-02-10,0,56,62,50,0,51,61,41
2009-02-11,0.64,44,52,36,0.83,43,50,36
2009-02-12,0,34.5,39,30,0,34,38,30
2009-02-13,0,30.5,35,26,0.04,30.5,36,25
2009-02-14,0.01,28.5,34,23,0.01,28.5,34,23
2009-02-15,0,25.5,32,19,0,25,31,19
2009-02-16,0,25.5,33,18,0,25,33,17
2009-02-17,0.01,34.5,42,27,0,34.5,43,26
2009-02-18,0.38,29.5,39,20,0.22,27.5,38,17
2009-02-19,0,16.5,23,10,0,17,23,11
2009-02-20,0,20.5,28,13,0,20,28,12
2009-02-21,0.1,25.5,31,20,0.14,24.5,29,20
2009-02-22,0,19,25,13,0,18.5,24,13
2009-02-23,0,19,27,11,0,18,27,9
2009-02-24,0,30,40,20,0,28,39,17
2009-02-25,0,36,55,17,0.01,44.5,54,35
2009-02-26,1.66,44,54,34,1.95,42.5,53,32
2009-02-27,0.06,36.5,50,23,0.07,33.5,46,21
2009-02-28,0,24.5,28,21,0,23.5,27,20
2009-03-01,0,18.5,22,15,0,18,22,14
2009-03-02,0,18.5,22,15,0.01,18,22,14
2009-03-03,0,24.5,30,19,0,23,30,16
2009-03-04,0,36.5,45,28,0,35,44,26
2009-03-05,0,51.5,64,39,0,50.5,65,36
2009-03-06,0,55,67,43,0,52,65,39
2009-03-07,1.26,42.5,46,39,0.87,42,45,39
2009-03-08,1.84,45,55,35,1.67,38.5,44,33
2009-03-09,0.06,38.5,43,34,0.08,38.5,44,33
2009-03-10,0.96,48.5,62,35,0.51,47,61,33
2009-03-11,0,26.5,35,18,0,25,33,17
2009-03-12,0,20.5,25,16,0,20,26,14
2009-03-13,0,31.5,41,22,0,29.5,40,19
2009-03-14,0,38,50,26,0,37.5,52,23
2009-03-15,0,44,57,31,0,43,58,28
2009-03-16,0,53,64,42,0,52,65,39
2009-03-17,0,60.5,74,47,0,57.5,74,41
2009-03-18,0,49,57,41,0,49.5,57,42
2009-03-19,0,38,47,29,0,37,46,28
2009-03-20,0,34.5,42,27,0,33.5,44,23
2009-03-21,0,50,61,39,0,49,61,37
2009-03-22,0,51,62,40,0,48.5,61,36
2009-03-23,0.01,48.5,57,40,0.04,47,56,38
2009-03-24,0.14,59.5,70,49,0.16,58.5,69,48
2009-03-25,0,45,50,40,0,42.5,48,37
2009-03-26,0,49.5,59,40,0,46,57,35
2009-03-27,0,39.5,46,33,0,37.5,43,32
2009-03-28,0.49,35.5,38,33,0.47,35,38,32
2009-03-29,0.47,36.5,41,32,0.95,36,41,31
2009-03-30,0,35.5,43,28,0,36,45,27
2009-03-31,0.41,45.5,53,38,0.44,45,53,37
2009-04-01,0,46,54,38,0,44.5,53,36
2009-04-02,0.16,47,55,39,0.14,43.5,50,37
2009-04-03,0.07,42.5,50,35,0.04,43.5,50,37
2009-04-04,0,39.5,48,31,0,40.5,50,31
2009-04-05,0.35,38,43,33,0.51,38,43,33
2009-04-06,0,36.5,40,33,0,36,40,32
2009-04-07,0,39.5,49,30,0,39,49,29
2009-04-08,0,42,54,30,0,42.5,55,30
2009-04-09,0,46.5,58,35,0,44.5,58,31
2009-04-10,0,42.5,46,39,0,42.5,47,38
2009-04-11,0,41,47,35,0,39,47,31
2009-04-12,0,42.5,53,32,0,39,51,27
2009-04-13,0.48,41.5,46,37,0.29,41,46,36
2009-04-14,0,40.5,44,37,0,40,44,36
2009-04-15,0,49,57,41,0,46.5,57,36
2009-04-16,0,49,61,37,0,47.5,62,33
2009-04-17,0,54,70,38,0,51,70,32
2009-04-18,0,59.5,74,45,0,56.5,73,40
2009-04-19,0.86,54,62,46,0.9,53,61,45
2009-04-20,0.14,47.5,54,41,0.17,45.5,53,38
2009-04-21,0.11,41,44,38,0.09,40.5,44,37
2009-04-22,0,50,62,38,0,49,61,37
2009-04-23,0.2,53,67,39,0.32,52,67,37
2009-04-24,0,70,85,55,0,66.5,84,49
2009-04-25,0.09,59.5,77,42,0.84,59,77,41
2009-04-26,0.3,61.5,81,42,0.57,60.5,78,43
2009-04-27,0.94,62,73,51,0.55,61,72,50
2009-04-28,0.08,47,51,43,0.04,46.5,51,42
2009-04-29,0.03,51,55,47,0.02,50.5,55,46
2009-04-30,0.42,62,69,55,0.71,58.5,63,54
2009-05-01,0.04,55,62,48,0.02,53,60,46
2009-05-02,0,55,65,45,0,55,66,44
2009-05-03,0,57.5,70,45,0,56.5,70,43
2009-05-04,0,59.5,70,49,0,56.5,70,43
2009-05-05,0,62,70,54,0,60,71,49
2009-05-06,0.86,65.5,75,56,0.67,63,75,51
2009-05-07,0.03,66.5,77,56,0.19,66.5,77,56
2009-05-08,0.01,65.5,74,57,0.02,65,77,53
2009-05-09,0,54.5,64,45,0,54.5,63,46
2009-05-10,0.02,55,67,43,0,53.5,67,40
2009-05-11,0,50.5,61,40,0,50,61,39
2009-05-12,0,58,72,44,0,55,71,39
2009-05-13,1.03,62.5,71,54,0.55,61.5,70,53
2009-05-14,0,62,69,55,0,60.5,68,53
2009-05-15,0.7,59,63,55,0.39,56.5,61,52
2009-05-16,0.04,54.5,62,47,0,53.5,62,45
2009-05-17,0,50,59,41,0,51,63,39
2009-05-18,0,56,67,45,0,53,66,40
2009-05-19,0,67,80,54,0,66,80,52
2009-05-20,0,73,85,61,0,72.5,84,61
2009-05-21,0,72.5,85,60,0,72,84,60
2009-05-22,0,63,70,56,0,61,69,53
2009-05-23,0,67,79,55,0,65,80,50
2009-05-24,0,63,70,56,0,63,71,55
2009-05-25,0.08,60,64,56,0.04,60.5,67,54
2009-05-26,1.38,66,76,56,1.73,63.5,74,53
2009-05-27,0,66.5,75,58,0.02,64,73,55
2009-05-28,0,59.5,64,55,0,58,62,54
2009-05-29,0,66,77,55,0,62,74,50
2009-05-30,0,66,79,53,0,64.5,79,50
2009-05-31,0,60.5,72,49,0,59,73,45
2009-06-01,0.83,66,80,52,0.44,64.5,78,51
2009-06-02,0.06,55.5,61,50,0.12,54,60,48
2009-06-03,0,54,61,47,0,52,61,43
2009-06-04,0,57.5,68,47,0,55,68,42
2009-06-05,0,63.5,80,47,0,61.5,79,44
2009-06-06,0,60.5,66,55,0.02,57,63,51
2009-06-07,0,65,74,56,0.04,62.5,73,52
2009-06-08,0.3,68.5,82,55,0.45,66,80,52
2009-06-09,0,61.5,67,56,0,61,67,55
2009-06-10,0.04,61,67,55,0.01,60.5,67,54
2009-06-11,1.14,56.5,60,53,0.01,58.5,64,53
2009-06-12,0,61,72,50,0,61.5,74,49
2009-06-13,0.31,61,66,56,0.33,61,68,54
2009-06-14,0,65,76,54,0,64,77,51
2009-06-15,0,69,81,57,0,67,81,53
2009-06-16,1.07,67.5,71,64,1.23,65,71,59
2009-06-17,0,68,73,63,0,66,71,61
2009-06-18,0.11,72,81,63,0.12,70.5,80,61
2009-06-19,0.87,77,88,66,3.97,75.5,86,65
2009-06-20,0,78.5,88,69,0,77.5,87,68
2009-06-21,0,78.5,86,71,0.01,77,84,70
2009-06-22,0.06,79.5,89,70,0.09,78.5,89,68
2009-06-23,0,83.5,92,75,0,82.5,94,71
2009-06-24,0.78,83,93,73,0.04,84.5,94,75
2009-06-25,0,84.5,93,76,0,84.5,94,75
2009-06-26,0,79,86,72,0,77.5,86,69
2009-06-27,0.05,78.5,90,67,0.3,75.5,89,62
2009-06-28,0,75.5,83,68,0,74.5,83,66
2009-06-29,0,71.5,78,65,0,70,77,63
2009-06-30,0,64.5,68,61,0,62.5,66,59
2009-07-01,0.02,61,65,57,0,61,65,57
2009-07-02,0,66.5,73,60,0,66,73,59
2009-07-03,0,70.5,79,62,0,71,79,63
2009-07-04,0.12,66,69,63,0.2,64,69,59
2009-07-05,0.03,71.5,82,61,0.05,69,81,57
2009-07-06,0,74,85,63,0,73,86,60
2009-07-07,0,70.5,76,65,0,68,77,59
2009-07-08,0.17,65,68,62,0.06,63,65,61
2009-07-09,0,71.5,80,63,0,69,79,59
2009-07-10,0.12,75.5,84,67,0.08,72.5,82,63
2009-07-11,1.12,76.5,85,68,0.25,74,85,63
2009-07-12,0,71,82,60,0,70,82,58
2009-07-13,0,72,78,66,0,70,79,61
2009-07-14,0,70.5,81,60,0,67.5,80,55
2009-07-15,0.32,76.5,86,67,0.68,75,85,65
2009-07-16,0.17,73.5,82,65,0,72,80,64
2009-07-17,0,64,70,58,0,63.5,70,57
2009-07-18,0,65.5,73,58,0,64.5,72,57
2009-07-19,0,66.5,73,60,0,64,71,57
2009-07-20,0,67.5,76,59,0,65.5,76,55
2009-07-21,0,73,82,64,0.04,69,80,58
2009-07-22,0,72.5,79,66,0,70.5,78,63
2009-07-23,0.1,71,79,63,0,72,82,62
2009-07-24,0.19,72.5,83,62,0.14,72,83,61
2009-07-25,0,73.5,81,66,0,73.5,81,66
2009-07-26,0,73,82,64,0,72.5,82,63
2009-07-27,0.03,75,84,66,0.02,74,84,64
2009-07-28,0.01,77,86,68,0.01,75,84,66
2009-07-29,0,72.5,79,66,0,71.5,81,62
2009-07-30,0,72.5,80,65,0,69,79,59
2009-07-31,0,72,82,62,0,69.5,81,58
2009-08-01,0.01,69,75,63,0,68,75,61
2009-08-02,0,68.5,79,58,0,67.5,78,57
2009-08-03,0.06,77,86,68,0.07,75.5,84,67
2009-08-04,0,77.5,86,69,0,76,85,67
2009-08-05,0,72.5,79,66,0,70,79,61
2009-08-06,0,71.5,81,62,0,71,82,60
2009-08-07,0.23,70.5,74,67,0.33,69,74,64
2009-08-08,0.08,79,89,69,0.02,78.5,89,68
2009-08-09,0.02,84.5,92,77,0.18,84,91,77
2009-08-10,0,78.5,86,71,0,77.5,85,70
2009-08-11,0,73,81,65,0,72,82,62
2009-08-12,0,72.5,82,63,0,71.5,83,60
2009-08-13,0,74.5,86,63,0,73,86,60
2009-08-14,0,77.5,88,67,0,75.5,88,63
2009-08-15,0,79.5,89,70,0,78,89,67
2009-08-16,0.27,80.5,90,71,0.63,79,88,70
2009-08-17,0.59,77,83,71,0.33,76.5,83,70
2009-08-18,0,75,84,66,0,74,83,65
2009-08-19,0.61,72.5,81,64,0.35,71,83,59
2009-08-20,0.12,71.5,79,64,0.07,71,78,64
2009-08-21,0.05,66.5,74,59,0.16,66,73,59
2009-08-22,0,63.5,69,58,0,62.5,68,57
2009-08-23,0,65.5,73,58,0,65,74,56
2009-08-24,0,68,79,57,0,66.5,79,54
2009-08-25,0,71.5,82,61,0,71,83,59
2009-08-26,0.54,68,72,64,0.93,67.5,73,62
2009-08-27,1.19,64.5,67,62,0.95,64,67,61
2009-08-28,0.28,66,71,61,0.22,64,68,60
2009-08-29,0.01,62.5,69,56,0.02,62.5,69,56
2009-08-30,0,58.5,66,51,0,58.5,66,51
2009-08-31,0,58,67,49,0,58.5,68,49
2009-09-01,0,60.5,71,50,0,59.5,72,47
2009-09-02,0,62.5,72,53,0,61.5,73,50
2009-09-03,0,66,75,57,0,65.5,75,56
2009-09-04,0,66.5,75,58,0,64.5,75,54
2009-09-05,0,67.5,78,57,0,66,78,54
2009-09-06,0,71.5,77,66,0.03,69,77,61
2009-09-07,0,70,77,63,0,68,77,59
2009-09-08,0,70,78,62,0,69,78,60
2009-09-09,0,72.5,77,68,0,71.5,78,65
2009-09-10,0,72.5,80,65,0,72.5,81,64
2009-09-11,0,71,78,64,0,70.5,80,61
2009-09-12,0,69.5,78,61,0,68.5,79,58
2009-09-13,0.01,68,79,57,0,69,80,58
2009-09-14,0,71.5,84,59,0,71,84,58
2009-09-15,0,73,83,63,0,73,82,64
2009-09-16,0,67,72,62,0,65,71,59
2009-09-17,0,62.5,71,54,0,61,72,50
2009-09-18,0,65.5,79,52,0,64.5,79,50
2009-09-19,0,66.5,75,58,0,65.5,76,55
2009-09-20,0.44,62.5,71,54,0.75,63.5,73,54
2009-09-21,0,66,69,63,0,63.5,67,60
2009-09-22,0.04,69.5,76,63,0,68,77,59
2009-09-23,0,69,76,62,0,69,76,62
2009-09-24,0,67.5,71,64,0,68.5,73,64
2009-09-25,0.02,65,70,60,0.16,65,70,60
2009-09-26,0,61,66,56,0,62,69,55
2009-09-27,0.48,63.5,74,53,0.08,62,74,50
2009-09-28,0,56.5,63,50,0.01,55.5,62,49
2009-09-29,0,53,58,48,0,54,60,48
2009-09-30,0,55,61,49,0,54.5,62,47
2009-10-01,0.59,51.5,59,44,0.89,50,59,41
2009-10-02,0.17,52,56,48,0.21,51.5,56,47
2009-10-03,0.03,52.5,58,47,0.11,52,57,47
2009-10-04,0,53,61,45,0,52.5,60,45
2009-10-05,0,51.5,61,42,0,52.5,62,43
2009-10-06,0.05,55.5,62,49,0.03,55,61,49
2009-10-07,0,52.5,60,45,0,52.5,60,45
2009-10-08,0.14,50.5,54,47,0.12,49,53,45
2009-10-09,0.43,46,52,40,0.46,45.5,52,39
2009-10-10,0,40.5,48,33,0,39.5,48,31
2009-10-11,0,37,45,29,0,36.5,44,29
2009-10-12,0,45.5,49,42,0.02,44.5,48,41
2009-10-13,0,42,48,36,0,40.5,47,34
2009-10-14,0.03,45,48,42,0.03,45,48,42
2009-10-15,0.33,42.5,44,41,0.29,42.5,44,41
2009-10-16,0.08,43,46,40,0.04,42,45,39
2009-10-17,0.01,45.5,52,39,0,44,52,36
2009-10-18,0,43,53,33,0,42,53,31
2009-10-19,0,54.5,66,43,0,54.5,65,44
2009-10-20,0.05,57.5,64,51,0.03,55,62,48
2009-10-21,0.01,62.5,70,55,0,62,69,55
2009-10-22,0.84,53.5,58,49,1.03,53,58,48
2009-10-23,1.29,53,62,44,0.89,51.5,61,42
2009-10-24,0.05,44,49,39,0.04,44,50,38
2009-10-25,0.24,53.5,63,44,0.27,53,62,44
2009-10-26,0.13,52.5,55,50,0.11,52,55,49
2009-10-27,0.16,50,52,48,0.06,48,51,45
2009-10-28,0,54,58,50,0,53.5,57,50
2009-10-29,1.05,54,60,48,0.6,53.5,60,47
2009-10-30,1.15,57.5,68,47,0.81,56.5,67,46
2009-10-31,0.01,42,47,37,0,40.5,46,35
2009-11-01,0,43,52,34,0,41,52,30
2009-11-02,0,51.5,61,42,0.01,50.5,59,42
2009-11-03,0,41,48,34,0,40.5,47,34
2009-11-04,0,47.5,54,41,0,46,52,40
2009-11-05,0,45,54,36,0,45,55,35
2009-11-06,0,49,62,36,0,48,62,34
2009-11-07,0,60.5,70,51,0,58.5,71,46
2009-11-08,0,58.5,71,46,0,57.5,70,45
2009-11-09,0,58,65,51,0,56.5,63,50
2009-11-10,0,49.5,54,45,0,47,55,39
2009-11-11,0,44.5,53,36,0,44.5,54,35
2009-11-12,0,44,55,33,0,42,56,28
2009-11-13,0,47.5,56,39,0,44,55,33
2009-11-14,0,55.5,64,47,0,53,63,43
2009-11-15,0.01,49.5,56,43,0,48,55,41
2009-11-16,0,47,49,45,0,46,48,44
2009-11-17,0.07,46.5,49,44,0.05,45.5,47,44
2009-11-18,0.32,46.5,49,44,0.17,45,47,43
2009-11-19,0.01,45,48,42,0.07,44,47,41
2009-11-20,0.01,47.5,53,42,0,48,54,42
2009-11-21,0,44.5,53,36,0,43.5,54,33
2009-11-22,0,46.5,57,36,0,45.5,57,34
2009-11-23,0,45.5,49,42,0,45,49,41
2009-11-24,0.67,44.5,51,38,0.64,45,50,40
2009-11-25,0.08,43,49,37,0.12,43,49,37
2009-11-26,0.09,38,42,34,0.15,37.5,42,33
2009-11-27,0,35,40,30,0,34.5,40,29
2009-11-28,0,42.5,54,31,0,41.5,54,29
2009-11-29,0.02,40,45,35,0.02,38.5,44,33
2009-11-30,0,35.5,41,30,0,35.5,41,30
2009-12-01,0,44.5,56,33,0,43.5,55,32
2009-12-02,0.04,41,46,36,0,39,45,33
2009-12-03,0,32,38,26,0,32,38,26
2009-12-04,0,26,28,24,0,25.5,28,23
2009-12-05,0,28.5,33,24,0,27.5,32,23
2009-12-06,0,31,37,25,0,31,36,26
2009-12-07,0.03,30,32,28,0.06,28.5,31,26
2009-12-08,0.36,32,36,28,0.51,30,35,25
2009-12-09,0.16,23,36,10,0.16,23,35,11
2009-12-10,0,8,14,2,0,6.5,13,0
2009-12-11,0,17,24,10,0,15,23,7
2009-12-12,0.03,29.5,38,21,0.01,26,36,16
2009-12-13,0,35.5,38,33,0,34.5,37,32
2009-12-14,0.01,34,40,28,0.02,32.5,38,27
2009-12-15,0,18.5,28,9,0,17.5,27,8
2009-12-16,0,14.5,23,6,0,14,23,5
2009-12-17,0,28.5,37,20,0,26,35,17
2009-12-18,0.06,35.5,38,33,0.27,33.5,36,31
2009-12-19,0.14,32.5,34,31,0.22,31,33,29
2009-12-20,0,29,31,27,0,28,30,26
2009-12-21,0.01,28,30,26,0.01,27,29,25
2009-12-22,0.14,30,32,28,0.2,29.5,32,27
2009-12-23,0.29,31,32,30,0.32,31.5,32,31
2009-12-24,0.35,34,36,32,0.39,34,36,32
2009-12-25,0.37,32.5,43,22,0.46,32,43,21
2009-12-26,0.02,23.5,27,20,0.06,23,26,20
2009-12-27,0.01,18,21,15,0.01,17.5,21,14
2009-12-28,0,22.5,30,15,0,22,30,14
2009-12-29,0,17.5,25,10,0,16,24,8
2009-12-30,0.02,25,32,18,0.02,23,31,15
2009-12-31,0.01,22,33,11,0.01,20.5,32,9
2010-01-01,0,11.5,18,5,0,10.5,16,5
2010-01-02,0,7.5,12,3,0,6.5,11,2
2010-01-03,0,10,19,1,0,8.5,18,-1
2010-01-04,0,14,19,9,0,12.5,18,7
2010-01-05,0,19,23,15,0,18,23,13
2010-01-06,0,15.5,23,8,0.01,15,20,10
2010-01-07,0.2,18,21,15,0.27,19,22,16
2010-01-08,0.02,21.5,28,15,0.27,19,27,11
2010-01-09,0,16.5,24,9,0,14,22,6
2010-01-10,0,9.5,19,0,0,9,18,0
2010-01-11,0,22,27,17,0,20.5,26,15
2010-01-12,0,25.5,31,20,0,25.5,31,20
2010-01-13,0,26,34,18,0,27,35,19
2010-01-14,0,35.5,41,30,0,35.5,40,31
2010-01-15,0,29.5,34,25,0,29.5,34,25
2010-01-16,0,26,28,24,0,25,27,23
2010-01-17,0,28,35,21,0,24,29,19
2010-01-18,0,29.5,31,28,0,29,31,27
2010-01-19,0,31,38,24,0,32.5,38,27
2010-01-20,0.03,31,33,29,0.01,28.5,33,24
2010-01-21,0.09,33,36,30,0.08,32.5,35,30
2010-01-22,0,34,35,33,0,34,35,33
2010-01-23,0,40,46,34,0,39,44,34
2010-01-24,0.33,39,47,31,0.49,38,46,30
2010-01-25,0,25.5,32,19,0,25.5,32,19
2010-01-26,0,18,23,13,0,18,24,12
2010-01-27,0,17,24,10,0,16,23,9
2010-01-28,0,12.5,18,7,0,11.5,17,6
2010-01-29,0,13,21,5,0,13,21,5
2010-01-30,0,21,25,17,0,21.5,25,18
2010-01-31,0,22.5,30,15,0,22,29,15
2010-02-01,0,24,31,17,0,22,30,14
2010-02-02,0.05,28.5,32,25,0.1,28.5,32,25
2010-02-03,0,28,33,23,0,27.5,32,23
2010-02-04,0,29,34,24,0,27,33,21
2010-02-05,0.02,32.5,35,30,0.02,32.5,35,30
2010-02-06,0,27.5,30,25,0,28,31,25
2010-02-07,0,26,30,22,0,27,31,23
2010-02-08,0,25,29,21,0,25,30,20
2010-02-09,0.21,25.5,28,23,0.65,25.5,28,23
2010-02-10,0.01,22,27,17,0.02,21.5,26,17
2010-02-11,0,20.5,31,10,0,20,30,10
2010-02-12,0,23.5,33,14,0,21,32,10
2010-02-13,0,22,31,13,0,20.5,30,11
2010-02-14,0,20,31,9,0,19,29,9
2010-02-15,0,21.5,29,14,0,17,28,6
2010-02-16,0,29.5,33,26,0,28.5,32,25
2010-02-17,0,30.5,33,28,0,29,32,26
2010-02-18,0,33,40,26,0,32,39,25
2010-02-19,0,32.5,44,21,0,30.5,42,19
2010-02-20,0,35,40,30,0.01,34.5,39,30
2010-02-21,0.31,34.5,37,32,0.36,34.5,36,33
2010-02-22,0.14,31.5,33,30,0.14,31,33,29
2010-02-23,0,27.5,33,22,0,27.5,33,22
2010-02-24,0,25.5,30,21,0.34,25,29,21
2010-02-25,0.01,25.5,30,21,0,23,28,18
2010-02-26,0,25.5,33,18,0,24,31,17
2010-02-27,0,31,34,28,0,31,34,28
2010-02-28,0,35.5,38,33,0,35,38,32
2010-03-01,0,33.5,35,32,0,31.5,36,27
2010-03-02,0,30.5,33,28,0,28,33,23
2010-03-03,0,33.5,41,26,0,31.5,39,24
2010-03-04,0,34.5,44,25,0,32,42,22
2010-03-05,0,32,39,25,0,30.5,38,23
2010-03-06,0,35,47,23,0,32.5,45,20
2010-03-07,0.11,39,47,31,0.03,36,46,26
2010-03-08,0,40,46,34,0,38.5,44,33
2010-03-09,0,41,51,31,0.01,41.5,51,32
2010-03-10,0.09,56,64,48,0.07,54,62,46
2010-03-11,0.23,55.5,62,49,0.34,52,60,44
2010-03-12,0.05,48,54,42,0.01,47.5,55,40
2010-03-13,0.54,45,49,41,0.61,43,45,41
2010-03-14,0,44.5,49,40,0,45,50,40
2010-03-15,0,43.5,48,39,0,43.5,48,39
2010-03-16,0,48,60,36,0,48,61,35
2010-03-17,0,47,61,33,0,47.5,63,32
2010-03-18,0,50,62,38,0,51,61,41
2010-03-19,0,52.5,65,40,0,52,65,39
2010-03-20,0.13,36,40,32,0.42,35,39,31
2010-03-21,0.05,38.5,43,34,0.02,37.5,42,33
2010-03-22,0,43,50,36,0,41.5,49,34
2010-03-23,0,44,57,31,0,43.5,59,28
2010-03-24,0,45.5,53,38,0,44,53,35
2010-03-25,0,38.5,47,30,0.03,38,47,29
2010-03-26,0,34,40,28,0,34,41,27
2010-03-27,0.02,43,52,34,0.01,40.5,50,31
2010-03-28,0,44.5,51,38,0,44.5,52,37
2010-03-29,0,39.5,46,33,0,38,46,30
2010-03-30,0,47.5,63,32,0,46.5,64,29
2010-03-31,0,64,77,51,0,64,77,51
2010-04-01,0,69,82,56,0,68.5,83,54
2010-04-02,0,70.5,81,60,0,70,81,59
2010-04-03,0.24,55,60,50,0.18,54,59,49
2010-04-04,1.01,60,74,46,0.8,57.5,76,39
2010-04-05,0.02,61,71,51,0.82,61,72,50
2010-04-06,0.02,63,78,48,0.37,61.5,76,47
2010-04-07,0.59,45,51,39,0.13,43,49,37
2010-04-08,0,37.5,40,35,0,37,40,34
2010-04-09,0,44,56,32,0,43,56,30
2010-04-10,0,59,75,43,0,56,74,38
2010-04-11,0,54.5,62,47,0,53.5,63,44
2010-04-12,0,58.5,71,46,0.01,57,70,44
2010-04-13,0,58,65,51,0,55.5,63,48
2010-04-14,0,66,83,49,0,63,80,46
2010-04-15,0,72,83,61,0,71.5,82,61
2010-04-16,0.03,57,69,45,0,53.5,68,39
2010-04-17,0,49,58,40,0,48,59,37
2010-04-18,0,44.5,51,38,0,44,52,36
2010-04-19,0,47,56,38,0,45.5,56,35
2010-04-20,0,50.5,60,41,0,51,64,38
2010-04-21,0,52.5,64,41,0,51.5,62,41
2010-04-22,0.04,50,60,40,0,49,60,38
2010-04-23,0.04,54,64,44,0.07,52,63,41
2010-04-24,0.3,58,63,53,0.26,55.5,60,51
