"date","yr","mo","day","qtr","wk","day.of.yr","day.of.wk","day.of.wk.name","eval.day","eval.wk","train","validate","test","partition"
2013-02-09,2013,2,9,1,6,40,"6","Fri",2597,371,TRUE,FALSE,FALSE,"train"
2013-02-10,2013,2,10,1,6,41,"0","Sat",2598,372,TRUE,FALSE,FALSE,"train"
2013-02-11,2013,2,11,1,6,42,"1","Sun",2599,372,TRUE,FALSE,FALSE,"train"
2013-02-12,2013,2,12,1,7,43,"2","Mon",2600,372,TRUE,FALSE,FALSE,"train"
2013-02-13,2013,2,13,1,7,44,"3","Tue",2601,372,TRUE,FALSE,FALSE,"train"
2013-02-14,2013,2,14,1,7,45,"4","Wed",2602,372,TRUE,FALSE,FALSE,"train"
2013-02-15,2013,2,15,1,7,46,"5","Thu",2603,372,TRUE,FALSE,FALSE,"train"
2013-02-16,2013,2,16,1,7,47,"6","Fri",2604,372,TRUE,FALSE,FALSE,"train"
2013-02-17,2013,2,17,1,7,48,"0","Sat",2605,373,TRUE,FALSE,FALSE,"train"
2013-02-18,2013,2,18,1,7,49,"1","Sun",2606,373,TRUE,FALSE,FALSE,"train"
2013-02-19,2013,2,19,1,8,50,"2","Mon",2607,373,TRUE,FALSE,FALSE,"train"
2013-02-20,2013,2,20,1,8,51,"3","Tue",2608,373,TRUE,FALSE,FALSE,"train"
2013-02-21,2013,2,21,1,8,52,"4","Wed",2609,373,TRUE,FALSE,FALSE,"train"
2013-02-22,2013,2,22,1,8,53,"5","Thu",2610,373,TRUE,FALSE,FALSE,"train"
2013-02-23,2013,2,23,1,8,54,"6","Fri",2611,373,TRUE,FALSE,FALSE,"train"
2013-02-24,2013,2,24,1,8,55,"0","Sat",2612,374,TRUE,FALSE,FALSE,"train"
2013-02-25,2013,2,25,1,8,56,"1","Sun",2613,374,TRUE,FALSE,FALSE,"train"
2013-02-26,2013,2,26,1,9,57,"2","Mon",2614,374,TRUE,FALSE,FALSE,"train"
2013-02-27,2013,2,27,1,9,58,"3","Tue",2615,374,TRUE,FALSE,FALSE,"train"
2013-02-28,2013,2,28,1,9,59,"4","Wed",2616,374,TRUE,FALSE,FALSE,"train"
2013-03-01,2013,3,1,1,9,60,"5","Thu",2617,374,TRUE,FALSE,FALSE,"train"
2013-03-02,2013,3,2,1,9,61,"6","Fri",2618,374,TRUE,FALSE,FALSE,"train"
2013-03-03,2013,3,3,1,9,62,"0","Sat",2619,375,TRUE,FALSE,FALSE,"train"
2013-03-04,2013,3,4,1,9,63,"1","Sun",2620,375,TRUE,FALSE,FALSE,"train"
2013-03-05,2013,3,5,1,10,64,"2","Mon",2621,375,TRUE,FALSE,FALSE,"train"
2013-03-06,2013,3,6,1,10,65,"3","Tue",2622,375,TRUE,FALSE,FALSE,"train"
2013-03-07,2013,3,7,1,10,66,"4","Wed",2623,375,TRUE,FALSE,FALSE,"train"
2013-03-08,2013,3,8,1,10,67,"5","Thu",2624,375,TRUE,FALSE,FALSE,"train"
2013-03-09,2013,3,9,1,10,68,"6","Fri",2625,375,TRUE,FALSE,FALSE,"train"
2013-03-10,2013,3,10,1,10,69,"0","Sat",2626,376,TRUE,FALSE,FALSE,"train"
2013-03-11,2013,3,11,1,10,70,"1","Sun",2627,376,TRUE,FALSE,FALSE,"train"
2013-03-12,2013,3,12,1,11,71,"2","Mon",2628,376,TRUE,FALSE,FALSE,"train"
2013-03-13,2013,3,13,1,11,72,"3","Tue",2629,376,TRUE,FALSE,FALSE,"train"
2013-03-14,2013,3,14,1,11,73,"4","Wed",2630,376,TRUE,FALSE,FALSE,"train"
2013-03-15,2013,3,15,1,11,74,"5","Thu",2631,376,TRUE,FALSE,FALSE,"train"
2013-03-16,2013,3,16,1,11,75,"6","Fri",2632,376,TRUE,FALSE,FALSE,"train"
2013-03-17,2013,3,17,1,11,76,"0","Sat",2633,377,TRUE,FALSE,FALSE,"train"
2013-03-18,2013,3,18,1,11,77,"1","Sun",2634,377,TRUE,FALSE,FALSE,"train"
2013-03-19,2013,3,19,1,12,78,"2","Mon",2635,377,TRUE,FALSE,FALSE,"train"
2013-03-20,2013,3,20,1,12,79,"3","Tue",2636,377,TRUE,FALSE,FALSE,"train"
2013-03-21,2013,3,21,1,12,80,"4","Wed",2637,377,TRUE,FALSE,FALSE,"train"
2013-03-22,2013,3,22,1,12,81,"5","Thu",2638,377,TRUE,FALSE,FALSE,"train"
2013-03-23,2013,3,23,1,12,82,"6","Fri",2639,377,TRUE,FALSE,FALSE,"train"
2013-03-24,2013,3,24,1,12,83,"0","Sat",2640,378,TRUE,FALSE,FALSE,"train"
2013-03-25,2013,3,25,1,12,84,"1","Sun",2641,378,TRUE,FALSE,FALSE,"train"
2013-03-26,2013,3,26,1,13,85,"2","Mon",2642,378,TRUE,FALSE,FALSE,"train"
2013-03-27,2013,3,27,1,13,86,"3","Tue",2643,378,TRUE,FALSE,FALSE,"train"
2013-03-28,2013,3,28,1,13,87,"4","Wed",2644,378,TRUE,FALSE,FALSE,"train"
2013-03-29,2013,3,29,1,13,88,"5","Thu",2645,378,TRUE,FALSE,FALSE,"train"
2013-03-30,2013,3,30,1,13,89,"6","Fri",2646,378,TRUE,FALSE,FALSE,"train"
2013-03-31,2013,3,31,1,13,90,"0","Sat",2647,379,TRUE,FALSE,FALSE,"train"
2013-04-01,2013,4,1,2,13,91,"1","Sun",2648,379,TRUE,FALSE,FALSE,"train"
2013-04-02,2013,4,2,2,14,92,"2","Mon",2649,379,TRUE,FALSE,FALSE,"train"
2013-04-03,2013,4,3,2,14,93,"3","Tue",2650,379,TRUE,FALSE,FALSE,"train"
2013-04-04,2013,4,4,2,14,94,"4","Wed",2651,379,TRUE,FALSE,FALSE,"train"
2013-04-05,2013,4,5,2,14,95,"5","Thu",2652,379,TRUE,FALSE,FALSE,"train"
2013-04-06,2013,4,6,2,14,96,"6","Fri",2653,379,TRUE,FALSE,FALSE,"train"
2013-04-07,2013,4,7,2,14,97,"0","Sat",2654,380,TRUE,FALSE,FALSE,"train"
2013-04-08,2013,4,8,2,14,98,"1","Sun",2655,380,TRUE,FALSE,FALSE,"train"
2013-04-09,2013,4,9,2,15,99,"2","Mon",2656,380,TRUE,FALSE,FALSE,"train"
2013-04-10,2013,4,10,2,15,100,"3","Tue",2657,380,TRUE,FALSE,FALSE,"train"
2013-04-11,2013,4,11,2,15,101,"4","Wed",2658,380,TRUE,FALSE,FALSE,"train"
2013-04-12,2013,4,12,2,15,102,"5","Thu",2659,380,TRUE,FALSE,FALSE,"train"
2013-04-13,2013,4,13,2,15,103,"6","Fri",2660,380,TRUE,FALSE,FALSE,"train"
2013-04-14,2013,4,14,2,15,104,"0","Sat",2661,381,TRUE,FALSE,FALSE,"train"
2013-04-15,2013,4,15,2,15,105,"1","Sun",2662,381,TRUE,FALSE,FALSE,"train"
2013-04-16,2013,4,16,2,16,106,"2","Mon",2663,381,TRUE,FALSE,FALSE,"train"
2013-04-17,2013,4,17,2,16,107,"3","Tue",2664,381,TRUE,FALSE,FALSE,"train"
2013-04-18,2013,4,18,2,16,108,"4","Wed",2665,381,TRUE,FALSE,FALSE,"train"
2013-04-19,2013,4,19,2,16,109,"5","Thu",2666,381,TRUE,FALSE,FALSE,"train"
2013-04-20,2013,4,20,2,16,110,"6","Fri",2667,381,TRUE,FALSE,FALSE,"train"
2013-04-21,2013,4,21,2,16,111,"0","Sat",2668,382,TRUE,FALSE,FALSE,"train"
2013-04-22,2013,4,22,2,16,112,"1","Sun",2669,382,TRUE,FALSE,FALSE,"train"
2013-04-23,2013,4,23,2,17,113,"2","Mon",2670,382,TRUE,FALSE,FALSE,"train"
2013-04-24,2013,4,24,2,17,114,"3","Tue",2671,382,TRUE,FALSE,FALSE,"train"
2013-04-25,2013,4,25,2,17,115,"4","Wed",2672,382,TRUE,FALSE,FALSE,"train"
2013-04-26,2013,4,26,2,17,116,"5","Thu",2673,382,TRUE,FALSE,FALSE,"train"
2013-04-27,2013,4,27,2,17,117,"6","Fri",2674,382,TRUE,FALSE,FALSE,"train"
2013-04-28,2013,4,28,2,17,118,"0","Sat",2675,383,TRUE,FALSE,FALSE,"train"
2013-04-29,2013,4,29,2,17,119,"1","Sun",2676,383,TRUE,FALSE,FALSE,"train"
2013-04-30,2013,4,30,2,18,120,"2","Mon",2677,383,TRUE,FALSE,FALSE,"train"
2013-05-01,2013,5,1,2,18,121,"3","Tue",2678,383,TRUE,FALSE,FALSE,"train"
2013-05-02,2013,5,2,2,18,122,"4","Wed",2679,383,TRUE,FALSE,FALSE,"train"
2013-05-03,2013,5,3,2,18,123,"5","Thu",2680,383,TRUE,FALSE,FALSE,"train"
2013-05-04,2013,5,4,2,18,124,"6","Fri",2681,383,TRUE,FALSE,FALSE,"train"
2013-05-05,2013,5,5,2,18,125,"0","Sat",2682,384,TRUE,FALSE,FALSE,"train"
2013-05-06,2013,5,6,2,18,126,"1","Sun",2683,384,TRUE,FALSE,FALSE,"train"
2013-05-07,2013,5,7,2,19,127,"2","Mon",2684,384,TRUE,FALSE,FALSE,"train"
2013-05-08,2013,5,8,2,19,128,"3","Tue",2685,384,TRUE,FALSE,FALSE,"train"
2013-05-09,2013,5,9,2,19,129,"4","Wed",2686,384,TRUE,FALSE,FALSE,"train"
2013-05-10,2013,5,10,2,19,130,"5","Thu",2687,384,TRUE,FALSE,FALSE,"train"
2013-05-11,2013,5,11,2,19,131,"6","Fri",2688,384,TRUE,FALSE,FALSE,"train"
2013-05-12,2013,5,12,2,19,132,"0","Sat",2689,385,TRUE,FALSE,FALSE,"train"
2013-05-13,2013,5,13,2,19,133,"1","Sun",2690,385,TRUE,FALSE,FALSE,"train"
2013-05-14,2013,5,14,2,20,134,"2","Mon",2691,385,TRUE,FALSE,FALSE,"train"
2013-05-15,2013,5,15,2,20,135,"3","Tue",2692,385,TRUE,FALSE,FALSE,"train"
2013-05-16,2013,5,16,2,20,136,"4","Wed",2693,385,TRUE,FALSE,FALSE,"train"
2013-05-17,2013,5,17,2,20,137,"5","Thu",2694,385,TRUE,FALSE,FALSE,"train"
2013-05-18,2013,5,18,2,20,138,"6","Fri",2695,385,TRUE,FALSE,FALSE,"train"
2013-05-19,2013,5,19,2,20,139,"0","Sat",2696,386,TRUE,FALSE,FALSE,"train"
2013-05-20,2013,5,20,2,20,140,"1","Sun",2697,386,TRUE,FALSE,FALSE,"train"
2013-05-21,2013,5,21,2,21,141,"2","Mon",2698,386,TRUE,FALSE,FALSE,"train"
2013-05-22,2013,5,22,2,21,142,"3","Tue",2699,386,TRUE,FALSE,FALSE,"train"
2013-05-23,2013,5,23,2,21,143,"4","Wed",2700,386,TRUE,FALSE,FALSE,"train"
2013-05-24,2013,5,24,2,21,144,"5","Thu",2701,386,TRUE,FALSE,FALSE,"train"
2013-05-25,2013,5,25,2,21,145,"6","Fri",2702,386,TRUE,FALSE,FALSE,"train"
2013-05-26,2013,5,26,2,21,146,"0","Sat",2703,387,TRUE,FALSE,FALSE,"train"
2013-05-27,2013,5,27,2,21,147,"1","Sun",2704,387,TRUE,FALSE,FALSE,"train"
2013-05-28,2013,5,28,2,22,148,"2","Mon",2705,387,TRUE,FALSE,FALSE,"train"
2013-05-29,2013,5,29,2,22,149,"3","Tue",2706,387,TRUE,FALSE,FALSE,"train"
2013-05-30,2013,5,30,2,22,150,"4","Wed",2707,387,TRUE,FALSE,FALSE,"train"
2013-05-31,2013,5,31,2,22,151,"5","Thu",2708,387,TRUE,FALSE,FALSE,"train"
2013-06-01,2013,6,1,2,22,152,"6","Fri",2709,387,TRUE,FALSE,FALSE,"train"
2013-06-02,2013,6,2,2,22,153,"0","Sat",2710,388,TRUE,FALSE,FALSE,"train"
2013-06-03,2013,6,3,2,22,154,"1","Sun",2711,388,TRUE,FALSE,FALSE,"train"
2013-06-04,2013,6,4,2,23,155,"2","Mon",2712,388,TRUE,FALSE,FALSE,"train"
2013-06-05,2013,6,5,2,23,156,"3","Tue",2713,388,TRUE,FALSE,FALSE,"train"
2013-06-06,2013,6,6,2,23,157,"4","Wed",2714,388,TRUE,FALSE,FALSE,"train"
2013-06-07,2013,6,7,2,23,158,"5","Thu",2715,388,TRUE,FALSE,FALSE,"train"
2013-06-08,2013,6,8,2,23,159,"6","Fri",2716,388,TRUE,FALSE,FALSE,"train"
2013-06-09,2013,6,9,2,23,160,"0","Sat",2717,389,TRUE,FALSE,FALSE,"train"
2013-06-10,2013,6,10,2,23,161,"1","Sun",2718,389,TRUE,FALSE,FALSE,"train"
2013-06-11,2013,6,11,2,24,162,"2","Mon",2719,389,TRUE,FALSE,FALSE,"train"
2013-06-12,2013,6,12,2,24,163,"3","Tue",2720,389,TRUE,FALSE,FALSE,"train"
2013-06-13,2013,6,13,2,24,164,"4","Wed",2721,389,TRUE,FALSE,FALSE,"train"
2013-06-14,2013,6,14,2,24,165,"5","Thu",2722,389,TRUE,FALSE,FALSE,"train"
2013-06-15,2013,6,15,2,24,166,"6","Fri",2723,389,TRUE,FALSE,FALSE,"train"
2013-06-16,2013,6,16,2,24,167,"0","Sat",2724,390,TRUE,FALSE,FALSE,"train"
2013-06-17,2013,6,17,2,24,168,"1","Sun",2725,390,TRUE,FALSE,FALSE,"train"
2013-06-18,2013,6,18,2,25,169,"2","Mon",2726,390,TRUE,FALSE,FALSE,"train"
2013-06-19,2013,6,19,2,25,170,"3","Tue",2727,390,TRUE,FALSE,FALSE,"train"
2013-06-20,2013,6,20,2,25,171,"4","Wed",2728,390,TRUE,FALSE,FALSE,"train"
2013-06-21,2013,6,21,2,25,172,"5","Thu",2729,390,TRUE,FALSE,FALSE,"train"
2013-06-22,2013,6,22,2,25,173,"6","Fri",2730,390,TRUE,FALSE,FALSE,"train"
2013-06-23,2013,6,23,2,25,174,"0","Sat",2731,391,TRUE,FALSE,FALSE,"train"
2013-06-24,2013,6,24,2,25,175,"1","Sun",2732,391,TRUE,FALSE,FALSE,"train"
2013-06-25,2013,6,25,2,26,176,"2","Mon",2733,391,TRUE,FALSE,FALSE,"train"
2013-06-26,2013,6,26,2,26,177,"3","Tue",2734,391,TRUE,FALSE,FALSE,"train"
2013-06-27,2013,6,27,2,26,178,"4","Wed",2735,391,TRUE,FALSE,FALSE,"train"
2013-06-28,2013,6,28,2,26,179,"5","Thu",2736,391,TRUE,FALSE,FALSE,"train"
2013-06-29,2013,6,29,2,26,180,"6","Fri",2737,391,TRUE,FALSE,FALSE,"train"
2013-06-30,2013,6,30,2,26,181,"0","Sat",2738,392,TRUE,FALSE,FALSE,"train"
2013-07-01,2013,7,1,3,26,182,"1","Sun",2739,392,TRUE,FALSE,FALSE,"train"
2013-07-02,2013,7,2,3,27,183,"2","Mon",2740,392,TRUE,FALSE,FALSE,"train"
2013-07-03,2013,7,3,3,27,184,"3","Tue",2741,392,TRUE,FALSE,FALSE,"train"
2013-07-04,2013,7,4,3,27,185,"4","Wed",2742,392,TRUE,FALSE,FALSE,"train"
2013-07-05,2013,7,5,3,27,186,"5","Thu",2743,392,TRUE,FALSE,FALSE,"train"
2013-07-06,2013,7,6,3,27,187,"6","Fri",2744,392,TRUE,FALSE,FALSE,"train"
2013-07-07,2013,7,7,3,27,188,"0","Sat",2745,393,TRUE,FALSE,FALSE,"train"
2013-07-08,2013,7,8,3,27,189,"1","Sun",2746,393,TRUE,FALSE,FALSE,"train"
2013-07-09,2013,7,9,3,28,190,"2","Mon",2747,393,TRUE,FALSE,FALSE,"train"
2013-07-10,2013,7,10,3,28,191,"3","Tue",2748,393,TRUE,FALSE,FALSE,"train"
2013-07-11,2013,7,11,3,28,192,"4","Wed",2749,393,TRUE,FALSE,FALSE,"train"
2013-07-12,2013,7,12,3,28,193,"5","Thu",2750,393,TRUE,FALSE,FALSE,"train"
2013-07-13,2013,7,13,3,28,194,"6","Fri",2751,393,TRUE,FALSE,FALSE,"train"
2013-07-14,2013,7,14,3,28,195,"0","Sat",2752,394,TRUE,FALSE,FALSE,"train"
2013-07-15,2013,7,15,3,28,196,"1","Sun",2753,394,TRUE,FALSE,FALSE,"train"
2013-07-16,2013,7,16,3,29,197,"2","Mon",2754,394,TRUE,FALSE,FALSE,"train"
2013-07-17,2013,7,17,3,29,198,"3","Tue",2755,394,TRUE,FALSE,FALSE,"train"
2013-07-18,2013,7,18,3,29,199,"4","Wed",2756,394,TRUE,FALSE,FALSE,"train"
2013-07-19,2013,7,19,3,29,200,"5","Thu",2757,394,TRUE,FALSE,FALSE,"train"
2013-07-20,2013,7,20,3,29,201,"6","Fri",2758,394,TRUE,FALSE,FALSE,"train"
2013-07-21,2013,7,21,3,29,202,"0","Sat",2759,395,TRUE,FALSE,FALSE,"train"
2013-07-22,2013,7,22,3,29,203,"1","Sun",2760,395,TRUE,FALSE,FALSE,"train"
2013-07-23,2013,7,23,3,30,204,"2","Mon",2761,395,TRUE,FALSE,FALSE,"train"
2013-07-24,2013,7,24,3,30,205,"3","Tue",2762,395,TRUE,FALSE,FALSE,"train"
2013-07-25,2013,7,25,3,30,206,"4","Wed",2763,395,TRUE,FALSE,FALSE,"train"
2013-07-26,2013,7,26,3,30,207,"5","Thu",2764,395,TRUE,FALSE,FALSE,"train"
2013-07-27,2013,7,27,3,30,208,"6","Fri",2765,395,TRUE,FALSE,FALSE,"train"
2013-07-28,2013,7,28,3,30,209,"0","Sat",2766,396,TRUE,FALSE,FALSE,"train"
2013-07-29,2013,7,29,3,30,210,"1","Sun",2767,396,TRUE,FALSE,FALSE,"train"
2013-07-30,2013,7,30,3,31,211,"2","Mon",2768,396,TRUE,FALSE,FALSE,"train"
2013-07-31,2013,7,31,3,31,212,"3","Tue",2769,396,TRUE,FALSE,FALSE,"train"
2013-08-01,2013,8,1,3,31,213,"4","Wed",2770,396,TRUE,FALSE,FALSE,"train"
2013-08-02,2013,8,2,3,31,214,"5","Thu",2771,396,TRUE,FALSE,FALSE,"train"
2013-08-03,2013,8,3,3,31,215,"6","Fri",2772,396,TRUE,FALSE,FALSE,"train"
2013-08-04,2013,8,4,3,31,216,"0","Sat",2773,397,TRUE,FALSE,FALSE,"train"
2013-08-05,2013,8,5,3,31,217,"1","Sun",2774,397,TRUE,FALSE,FALSE,"train"
2013-08-06,2013,8,6,3,32,218,"2","Mon",2775,397,TRUE,FALSE,FALSE,"train"
2013-08-07,2013,8,7,3,32,219,"3","Tue",2776,397,TRUE,FALSE,FALSE,"train"
2013-08-08,2013,8,8,3,32,220,"4","Wed",2777,397,TRUE,FALSE,FALSE,"train"
2013-08-09,2013,8,9,3,32,221,"5","Thu",2778,397,TRUE,FALSE,FALSE,"train"
2013-08-10,2013,8,10,3,32,222,"6","Fri",2779,397,TRUE,FALSE,FALSE,"train"
2013-08-11,2013,8,11,3,32,223,"0","Sat",2780,398,TRUE,FALSE,FALSE,"train"
2013-08-12,2013,8,12,3,32,224,"1","Sun",2781,398,TRUE,FALSE,FALSE,"train"
2013-08-13,2013,8,13,3,33,225,"2","Mon",2782,398,TRUE,FALSE,FALSE,"train"
2013-08-14,2013,8,14,3,33,226,"3","Tue",2783,398,TRUE,FALSE,FALSE,"train"
2013-08-15,2013,8,15,3,33,227,"4","Wed",2784,398,TRUE,FALSE,FALSE,"train"
2013-08-16,2013,8,16,3,33,228,"5","Thu",2785,398,TRUE,FALSE,FALSE,"train"
2013-08-17,2013,8,17,3,33,229,"6","Fri",2786,398,TRUE,FALSE,FALSE,"train"
2013-08-18,2013,8,18,3,33,230,"0","Sat",2787,399,TRUE,FALSE,FALSE,"train"
2013-08-19,2013,8,19,3,33,231,"1","Sun",2788,399,TRUE,FALSE,FALSE,"train"
2013-08-20,2013,8,20,3,34,232,"2","Mon",2789,399,TRUE,FALSE,FALSE,"train"
2013-08-21,2013,8,21,3,34,233,"3","Tue",2790,399,TRUE,FALSE,FALSE,"train"
2013-08-22,2013,8,22,3,34,234,"4","Wed",2791,399,TRUE,FALSE,FALSE,"train"
2013-08-23,2013,8,23,3,34,235,"5","Thu",2792,399,TRUE,FALSE,FALSE,"train"
2013-08-24,2013,8,24,3,34,236,"6","Fri",2793,399,TRUE,FALSE,FALSE,"train"
2013-08-25,2013,8,25,3,34,237,"0","Sat",2794,400,TRUE,FALSE,FALSE,"train"
2013-08-26,2013,8,26,3,34,238,"1","Sun",2795,400,TRUE,FALSE,FALSE,"train"
2013-08-27,2013,8,27,3,35,239,"2","Mon",2796,400,TRUE,FALSE,FALSE,"train"
2013-08-28,2013,8,28,3,35,240,"3","Tue",2797,400,TRUE,FALSE,FALSE,"train"
2013-08-29,2013,8,29,3,35,241,"4","Wed",2798,400,TRUE,FALSE,FALSE,"train"
2013-08-30,2013,8,30,3,35,242,"5","Thu",2799,400,TRUE,FALSE,FALSE,"train"
2013-08-31,2013,8,31,3,35,243,"6","Fri",2800,400,TRUE,FALSE,FALSE,"train"
2013-09-01,2013,9,1,3,35,244,"0","Sat",2801,401,TRUE,FALSE,FALSE,"train"
2013-09-02,2013,9,2,3,35,245,"1","Sun",2802,401,TRUE,FALSE,FALSE,"train"
2013-09-03,2013,9,3,3,36,246,"2","Mon",2803,401,TRUE,FALSE,FALSE,"train"
2013-09-04,2013,9,4,3,36,247,"3","Tue",2804,401,TRUE,FALSE,FALSE,"train"
2013-09-05,2013,9,5,3,36,248,"4","Wed",2805,401,TRUE,FALSE,FALSE,"train"
2013-09-06,2013,9,6,3,36,249,"5","Thu",2806,401,TRUE,FALSE,FALSE,"train"
2013-09-07,2013,9,7,3,36,250,"6","Fri",2807,401,TRUE,FALSE,FALSE,"train"
2013-09-08,2013,9,8,3,36,251,"0","Sat",2808,402,TRUE,FALSE,FALSE,"train"
2013-09-09,2013,9,9,3,36,252,"1","Sun",2809,402,TRUE,FALSE,FALSE,"train"
2013-09-10,2013,9,10,3,37,253,"2","Mon",2810,402,TRUE,FALSE,FALSE,"train"
2013-09-11,2013,9,11,3,37,254,"3","Tue",2811,402,TRUE,FALSE,FALSE,"train"
2013-09-12,2013,9,12,3,37,255,"4","Wed",2812,402,TRUE,FALSE,FALSE,"train"
2013-09-13,2013,9,13,3,37,256,"5","Thu",2813,402,TRUE,FALSE,FALSE,"train"
2013-09-14,2013,9,14,3,37,257,"6","Fri",2814,402,TRUE,FALSE,FALSE,"train"
2013-09-15,2013,9,15,3,37,258,"0","Sat",2815,403,TRUE,FALSE,FALSE,"train"
2013-09-16,2013,9,16,3,37,259,"1","Sun",2816,403,TRUE,FALSE,FALSE,"train"
2013-09-17,2013,9,17,3,38,260,"2","Mon",2817,403,TRUE,FALSE,FALSE,"train"
2013-09-18,2013,9,18,3,38,261,"3","Tue",2818,403,TRUE,FALSE,FALSE,"train"
2013-09-19,2013,9,19,3,38,262,"4","Wed",2819,403,TRUE,FALSE,FALSE,"train"
2013-09-20,2013,9,20,3,38,263,"5","Thu",2820,403,TRUE,FALSE,FALSE,"train"
2013-09-21,2013,9,21,3,38,264,"6","Fri",2821,403,TRUE,FALSE,FALSE,"train"
2013-09-22,2013,9,22,3,38,265,"0","Sat",2822,404,TRUE,FALSE,FALSE,"train"
2013-09-23,2013,9,23,3,38,266,"1","Sun",2823,404,TRUE,FALSE,FALSE,"train"
2013-09-24,2013,9,24,3,39,267,"2","Mon",2824,404,TRUE,FALSE,FALSE,"train"
2013-09-25,2013,9,25,3,39,268,"3","Tue",2825,404,TRUE,FALSE,FALSE,"train"
2013-09-26,2013,9,26,3,39,269,"4","Wed",2826,404,TRUE,FALSE,FALSE,"train"
2013-09-27,2013,9,27,3,39,270,"5","Thu",2827,404,TRUE,FALSE,FALSE,"train"
2013-09-28,2013,9,28,3,39,271,"6","Fri",2828,404,TRUE,FALSE,FALSE,"train"
2013-09-29,2013,9,29,3,39,272,"0","Sat",2829,405,TRUE,FALSE,FALSE,"train"
2013-09-30,2013,9,30,3,39,273,"1","Sun",2830,405,TRUE,FALSE,FALSE,"train"
2013-10-01,2013,10,1,4,40,274,"2","Mon",2831,405,TRUE,FALSE,FALSE,"train"
2013-10-02,2013,10,2,4,40,275,"3","Tue",2832,405,TRUE,FALSE,FALSE,"train"
2013-10-03,2013,10,3,4,40,276,"4","Wed",2833,405,TRUE,FALSE,FALSE,"train"
2013-10-04,2013,10,4,4,40,277,"5","Thu",2834,405,TRUE,FALSE,FALSE,"train"
2013-10-05,2013,10,5,4,40,278,"6","Fri",2835,405,TRUE,FALSE,FALSE,"train"
2013-10-06,2013,10,6,4,40,279,"0","Sat",2836,406,TRUE,FALSE,FALSE,"train"
2013-10-07,2013,10,7,4,40,280,"1","Sun",2837,406,TRUE,FALSE,FALSE,"train"
2013-10-08,2013,10,8,4,41,281,"2","Mon",2838,406,TRUE,FALSE,FALSE,"train"
2013-10-09,2013,10,9,4,41,282,"3","Tue",2839,406,TRUE,FALSE,FALSE,"train"
2013-10-10,2013,10,10,4,41,283,"4","Wed",2840,406,TRUE,FALSE,FALSE,"train"
2013-10-11,2013,10,11,4,41,284,"5","Thu",2841,406,TRUE,FALSE,FALSE,"train"
2013-10-12,2013,10,12,4,41,285,"6","Fri",2842,406,TRUE,FALSE,FALSE,"train"
2013-10-13,2013,10,13,4,41,286,"0","Sat",2843,407,TRUE,FALSE,FALSE,"train"
2013-10-14,2013,10,14,4,41,287,"1","Sun",2844,407,TRUE,FALSE,FALSE,"train"
2013-10-15,2013,10,15,4,42,288,"2","Mon",2845,407,TRUE,FALSE,FALSE,"train"
2013-10-16,2013,10,16,4,42,289,"3","Tue",2846,407,TRUE,FALSE,FALSE,"train"
2013-10-17,2013,10,17,4,42,290,"4","Wed",2847,407,TRUE,FALSE,FALSE,"train"
2013-10-18,2013,10,18,4,42,291,"5","Thu",2848,407,TRUE,FALSE,FALSE,"train"
2013-10-19,2013,10,19,4,42,292,"6","Fri",2849,407,TRUE,FALSE,FALSE,"train"
2013-10-20,2013,10,20,4,42,293,"0","Sat",2850,408,TRUE,FALSE,FALSE,"train"
2013-10-21,2013,10,21,4,42,294,"1","Sun",2851,408,TRUE,FALSE,FALSE,"train"
2013-10-22,2013,10,22,4,43,295,"2","Mon",2852,408,TRUE,FALSE,FALSE,"train"
2013-10-23,2013,10,23,4,43,296,"3","Tue",2853,408,TRUE,FALSE,FALSE,"train"
2013-10-24,2013,10,24,4,43,297,"4","Wed",2854,408,TRUE,FALSE,FALSE,"train"
2013-10-25,2013,10,25,4,43,298,"5","Thu",2855,408,TRUE,FALSE,FALSE,"train"
2013-10-26,2013,10,26,4,43,299,"6","Fri",2856,408,TRUE,FALSE,FALSE,"train"
2013-10-27,2013,10,27,4,43,300,"0","Sat",2857,409,TRUE,FALSE,FALSE,"train"
2013-10-28,2013,10,28,4,43,301,"1","Sun",2858,409,TRUE,FALSE,FALSE,"train"
2013-10-29,2013,10,29,4,44,302,"2","Mon",2859,409,TRUE,FALSE,FALSE,"train"
2013-10-30,2013,10,30,4,44,303,"3","Tue",2860,409,TRUE,FALSE,FALSE,"train"
2013-10-31,2013,10,31,4,44,304,"4","Wed",2861,409,TRUE,FALSE,FALSE,"train"
2013-11-01,2013,11,1,4,44,305,"5","Thu",2862,409,TRUE,FALSE,FALSE,"train"
2013-11-02,2013,11,2,4,44,306,"6","Fri",2863,409,TRUE,FALSE,FALSE,"train"
2013-11-03,2013,11,3,4,44,307,"0","Sat",2864,410,TRUE,FALSE,FALSE,"train"
2013-11-04,2013,11,4,4,44,308,"1","Sun",2865,410,TRUE,FALSE,FALSE,"train"
2013-11-05,2013,11,5,4,45,309,"2","Mon",2866,410,TRUE,FALSE,FALSE,"train"
2013-11-06,2013,11,6,4,45,310,"3","Tue",2867,410,TRUE,FALSE,FALSE,"train"
2013-11-07,2013,11,7,4,45,311,"4","Wed",2868,410,TRUE,FALSE,FALSE,"train"
2013-11-08,2013,11,8,4,45,312,"5","Thu",2869,410,TRUE,FALSE,FALSE,"train"
