"id","longitude","latitude","cftype","dist_to_trap","trap_trap_name"
"Northwestern University Rehabilitation Institute of Chicago",-87.6177287,41.8950136,"Hospital",13,"T100"
"Northwestern Memorial Hospital",-87.622289,41.8950618,"Hospital",13.1,"T100"
"Ann & Robert H. Lurie Children's Memorial Hospital",-87.622289,41.8950618,"Hospital",13.1,"T100"
"Saint Joseph Hospital",-87.6351518,41.9350807,"Hospital",16,"T100"
"Childrens Memorial Hospital",-87.6458783,41.9239808,"Hospital",15.4,"T100"
"Our Lady of Resurrection Medical Center",-87.7691105,41.9435674,"Hospital",19.8,"T100"
"Kindred-Lakeshore Hospital",-87.6565558,41.9934691,"Hospital",20.1,"T100"
"Trinity Hospital",-87.5688044,41.7280249,"Hospital",2,"T100"
"Louis A Weiss Memorial Hospital",-87.6424095,41.9584475,"Hospital",17.6,"T100"
"Resurrection Medical Center",-87.8166981,41.9861043,"Hospital",23.7,"T100"
"Cermak Hospital",-87.6975661,41.8409834,"Hospital",11.1,"T102"
"Hartgrove Hospital",-87.7636869,41.8688096,"Hospital",14.4,"T102"
"Sacred Heart Hospital",-87.7088864,41.8918399,"Hospital",14.5,"T102"
"Saint Mary Of Nazareth Hospital",-87.6845374,41.9012409,"Hospital",14.8,"T102"
"Saint Elizabeth's Hospital",-87.6859039,41.9066862,"Hospital",15.1,"T102"
"Advocate Illinois Masonic Medical Center",-87.6516277,41.9381322,"Hospital",16.9,"T102"
"Kindred Chicago Central Hospital",-87.7286484,41.9416948,"Hospital",18.1,"T102"
"Shriners Hospitals for Children",-87.795729,41.9216623,"Hospital",18.4,"T102"
"Holy Cross Hospital",-87.699063,41.7678191,"Hospital",6.8,"T102"
"La Rabida Children's Hospital",-87.5747155,41.7799698,"Hospital",6.1,"T102"
"University of Illinois at Chicago Hospital",-87.6728749,41.8698326,"Hospital",12.5,"T102"
"Mercy Hospital and Medical Center",-87.6101983,41.8475444,"Hospital",10.5,"T102"
"Core Center Ruth M. Rothstein",-87.680505,41.8759315,"Hospital",13,"T102"
"Jesse Brown Veterans Medical Center",-87.6794415,41.8715694,"Hospital",12.7,"T102"
"University of Illinois at Chicago College of Medicine - School of Public Health West",-87.6728749,41.8698326,"Hospital",12.5,"T102"
"John H Stroger Junior Hospital Cook County",-87.6728749,41.8698326,"Hospital",12.5,"T102"
"Mount Sinai Hospital",-87.6925503,41.8637638,"Hospital",12.4,"T102"
"Saint Anthony Hospital",-87.6973284,41.8537051,"Hospital",11.9,"T102"
"Advocate Bethany Hospital",-87.7133314,41.8772429,"Hospital",13.7,"T102"
"PCC Austin Family Health Center",-87.7626533,41.8857783,"Hospital",15.4,"T102"
"Westown Neighborhood Health Center",-87.6883533,41.9066547,"Hospital",15.2,"T102"
"Norwegian American Hospital Incorporated",-87.6986233,41.9048448,"Hospital",15.2,"T102"
"Loretto Hospital",-87.7636869,41.8688096,"Hospital",14.4,"T102"
"Englewood Health Center",-87.6413586,41.7785368,"Hospital",6,"T102"
"Saint Bernard Hospital",-87.6338527,41.7781818,"Hospital",5.9,"T102"
"Englewood Health Center",-87.6529983,41.7687121,"Hospital",5.5,"T102"
"Jackson Park Hospital and Medical Center",-87.580746,41.7570821,"Hospital",4.5,"T102"
"South Shore Hospital",-87.5686395,41.74988,"Hospital",4.3,"T102"
"Roseland Community Hospital",-87.6254541,41.6907398,"Hospital",0.9,"T102"
"University of Chicago Medical Center",-87.6012849,41.7904693,"Hospital",6.6,"T102"
"Provident Hospital of Cook County",-87.6126398,41.8039289,"Hospital",7.5,"T102"
"Near South Health Center",-87.6240909,41.8274019,"Hospital",9.2,"T102"
"Rush University Medical Center",-87.6728749,41.8698326,"Hospital",12.5,"T102"
"Pilsen Community Health Center",-87.6649061,41.8559903,"Hospital",11.5,"T102"
"Thorek Hospital and Medical Center",-87.6519927,41.9557446,"Hospital",18.1,"T102"
"Bethany Hospital",-87.6698118,41.972293,"Hospital",19.4,"T102"
"Swedish Covenant Hospital",-87.7009718,41.9730682,"Hospital",19.8,"T102"
"Northwestern University Rehabilitation Institute of Chicago",-87.6177287,41.8950136,"Hospital",13.8,"T102"
"Northwestern Memorial Hospital",-87.622289,41.8950618,"Hospital",13.8,"T102"
"Ann & Robert H. Lurie Children's Memorial Hospital",-87.622289,41.8950618,"Hospital",13.8,"T102"
"Saint Joseph Hospital",-87.6351518,41.9350807,"Hospital",16.6,"T102"
"Childrens Memorial Hospital",-87.6458783,41.9239808,"Hospital",15.9,"T102"
"Our Lady of Resurrection Medical Center",-87.7691105,41.9435674,"Hospital",19,"T102"
"Kindred-Lakeshore Hospital",-87.6565558,41.9934691,"Hospital",20.8,"T102"
"Trinity Hospital",-87.5688044,41.7280249,"Hospital",3.1,"T102"
"Louis A Weiss Memorial Hospital",-87.6424095,41.9584475,"Hospital",18.3,"T102"
"Resurrection Medical Center",-87.8166981,41.9861043,"Hospital",22.8,"T102"
"Cermak Hospital",-87.6975661,41.8409834,"Hospital",13.5,"T103"
"Hartgrove Hospital",-87.7636869,41.8688096,"Hospital",17.2,"T103"
"Sacred Heart Hospital",-87.7088864,41.8918399,"Hospital",16.8,"T103"
"Saint Mary Of Nazareth Hospital",-87.6845374,41.9012409,"Hospital",16.7,"T103"
"Saint Elizabeth's Hospital",-87.6859039,41.9066862,"Hospital",17.1,"T103"
"Advocate Illinois Masonic Medical Center",-87.6516277,41.9381322,"Hospital",18.4,"T103"
"Kindred Chicago Central Hospital",-87.7286484,41.9416948,"Hospital",20.3,"T103"
"Shriners Hospitals for Children",-87.795729,41.9216623,"Hospital",21.1,"T103"
"Holy Cross Hospital",-87.699063,41.7678191,"Hospital",10.1,"T103"
"La Rabida Children's Hospital",-87.5747155,41.7799698,"Hospital",6.8,"T103"
"University of Illinois at Chicago Hospital",-87.6728749,41.8698326,"Hospital",14.5,"T103"
"Mercy Hospital and Medical Center",-87.6101983,41.8475444,"Hospital",11.8,"T103"
"Core Center Ruth M. Rothstein",-87.680505,41.8759315,"Hospital",15.1,"T103"
"Jesse Brown Veterans Medical Center",-87.6794415,41.8715694,"Hospital",14.8,"T103"
"University of Illinois at Chicago College of Medicine - School of Public Health West",-87.6728749,41.8698326,"Hospital",14.5,"T103"
"John H Stroger Junior Hospital Cook County",-87.6728749,41.8698326,"Hospital",14.5,"T103"
"Mount Sinai Hospital",-87.6925503,41.8637638,"Hospital",14.7,"T103"
"Saint Anthony Hospital",-87.6973284,41.8537051,"Hospital",14.2,"T103"
"Advocate Bethany Hospital",-87.7133314,41.8772429,"Hospital",16.1,"T103"
"PCC Austin Family Health Center",-87.7626533,41.8857783,"Hospital",18.1,"T103"
"Westown Neighborhood Health Center",-87.6883533,41.9066547,"Hospital",17.1,"T103"
"Norwegian American Hospital Incorporated",-87.6986233,41.9048448,"Hospital",17.3,"T103"
"Loretto Hospital",-87.7636869,41.8688096,"Hospital",17.2,"T103"
"Englewood Health Center",-87.6413586,41.7785368,"Hospital",8.4,"T103"
"Saint Bernard Hospital",-87.6338527,41.7781818,"Hospital",8.1,"T103"
"Englewood Health Center",-87.6529983,41.7687121,"Hospital",8.3,"T103"
"Jackson Park Hospital and Medical Center",-87.580746,41.7570821,"Hospital",5.4,"T103"
"South Shore Hospital",-87.5686395,41.74988,"Hospital",4.7,"T103"
"Roseland Community Hospital",-87.6254541,41.6907398,"Hospital",4.6,"T103"
"University of Chicago Medical Center",-87.6012849,41.7904693,"Hospital",7.9,"T103"
"Provident Hospital of Cook County",-87.6126398,41.8039289,"Hospital",9,"T103"
"Near South Health Center",-87.6240909,41.8274019,"Hospital",10.8,"T103"
"Rush University Medical Center",-87.6728749,41.8698326,"Hospital",14.5,"T103"
"Pilsen Community Health Center",-87.6649061,41.8559903,"Hospital",13.5,"T103"
"Thorek Hospital and Medical Center",-87.6519927,41.9557446,"Hospital",19.6,"T103"
"Bethany Hospital",-87.6698118,41.972293,"Hospital",20.9,"T103"
"Swedish Covenant Hospital",-87.7009718,41.9730682,"Hospital",21.6,"T103"
"Northwestern University Rehabilitation Institute of Chicago",-87.6177287,41.8950136,"Hospital",15,"T103"
"Northwestern Memorial Hospital",-87.622289,41.8950618,"Hospital",15.1,"T103"
"Ann & Robert H. Lurie Children's Memorial Hospital",-87.622289,41.8950618,"Hospital",15.1,"T103"
"Saint Joseph Hospital",-87.6351518,41.9350807,"Hospital",17.9,"T103"
"Childrens Memorial Hospital",-87.6458783,41.9239808,"Hospital",17.4,"T103"
"Our Lady of Resurrection Medical Center",-87.7691105,41.9435674,"Hospital",21.5,"T103"
"Kindred-Lakeshore Hospital",-87.6565558,41.9934691,"Hospital",22.1,"T103"
"Trinity Hospital",-87.5688044,41.7280249,"Hospital",3.3,"T103"
"Louis A Weiss Memorial Hospital",-87.6424095,41.9584475,"Hospital",19.6,"T103"
"Resurrection Medical Center",-87.8166981,41.9861043,"Hospital",25.3,"T103"
"Cermak Hospital",-87.6975661,41.8409834,"Hospital",5.2,"T156"
"Hartgrove Hospital",-87.7636869,41.8688096,"Hospital",6.8,"T156"
"Sacred Heart Hospital",-87.7088864,41.8918399,"Hospital",8.4,"T156"
"Saint Mary Of Nazareth Hospital",-87.6845374,41.9012409,"Hospital",9.4,"T156"
"Saint Elizabeth's Hospital",-87.6859039,41.9066862,"Hospital",9.7,"T156"
"Advocate Illinois Masonic Medical Center",-87.6516277,41.9381322,"Hospital",12.3,"T156"
"Kindred Chicago Central Hospital",-87.7286484,41.9416948,"Hospital",11.7,"T156"
"Shriners Hospitals for Children",-87.795729,41.9216623,"Hospital",10.7,"T156"
"Holy Cross Hospital",-87.699063,41.7678191,"Hospital",2.1,"T156"
"La Rabida Children's Hospital",-87.5747155,41.7799698,"Hospital",8.5,"T156"
"University of Illinois at Chicago Hospital",-87.6728749,41.8698326,"Hospital",7.6,"T156"
"Mercy Hospital and Medical Center",-87.6101983,41.8475444,"Hospital",8.5,"T156"
"Core Center Ruth M. Rothstein",-87.680505,41.8759315,"Hospital",7.8,"T156"
"Jesse Brown Veterans Medical Center",-87.6794415,41.8715694,"Hospital",7.5,"T156"
"University of Illinois at Chicago College of Medicine - School of Public Health West",-87.6728749,41.8698326,"Hospital",7.6,"T156"
"John H Stroger Junior Hospital Cook County",-87.6728749,41.8698326,"Hospital",7.6,"T156"
"Mount Sinai Hospital",-87.6925503,41.8637638,"Hospital",6.8,"T156"
"Saint Anthony Hospital",-87.6973284,41.8537051,"Hospital",6,"T156"
"Advocate Bethany Hospital",-87.7133314,41.8772429,"Hospital",7.4,"T156"
"PCC Austin Family Health Center",-87.7626533,41.8857783,"Hospital",7.9,"T156"
"Westown Neighborhood Health Center",-87.6883533,41.9066547,"Hospital",9.7,"T156"
"Norwegian American Hospital Incorporated",-87.6986233,41.9048448,"Hospital",9.4,"T156"
"Loretto Hospital",-87.7636869,41.8688096,"Hospital",6.8,"T156"
"Englewood Health Center",-87.6413586,41.7785368,"Hospital",5.1,"T156"
"Saint Bernard Hospital",-87.6338527,41.7781818,"Hospital",5.5,"T156"
"Englewood Health Center",-87.6529983,41.7687121,"Hospital",4.5,"T156"
"Jackson Park Hospital and Medical Center",-87.580746,41.7570821,"Hospital",8.3,"T156"
"South Shore Hospital",-87.5686395,41.74988,"Hospital",9,"T156"
"Roseland Community Hospital",-87.6254541,41.6907398,"Hospital",8.2,"T156"
"University of Chicago Medical Center",-87.6012849,41.7904693,"Hospital",7.3,"T156"
"Provident Hospital of Cook County",-87.6126398,41.8039289,"Hospital",6.9,"T156"
"Near South Health Center",-87.6240909,41.8274019,"Hospital",7.1,"T156"
"Rush University Medical Center",-87.6728749,41.8698326,"Hospital",7.6,"T156"
"Pilsen Community Health Center",-87.6649061,41.8559903,"Hospital",7,"T156"
"Thorek Hospital and Medical Center",-87.6519927,41.9557446,"Hospital",13.5,"T156"
"Bethany Hospital",-87.6698118,41.972293,"Hospital",14.3,"T156"
"Swedish Covenant Hospital",-87.7009718,41.9730682,"Hospital",14,"T156"
"Northwestern University Rehabilitation Institute of Chicago",-87.6177287,41.8950136,"Hospital",10.6,"T156"
"Northwestern Memorial Hospital",-87.622289,41.8950618,"Hospital",10.4,"T156"
"Ann & Robert H. Lurie Children's Memorial Hospital",-87.622289,41.8950618,"Hospital",10.4,"T156"
"Saint Joseph Hospital",-87.6351518,41.9350807,"Hospital",12.5,"T156"
"Childrens Memorial Hospital",-87.6458783,41.9239808,"Hospital",11.5,"T156"
"Our Lady of Resurrection Medical Center",-87.7691105,41.9435674,"Hospital",11.9,"T156"
"Kindred-Lakeshore Hospital",-87.6565558,41.9934691,"Hospital",15.9,"T156"
"Trinity Hospital",-87.5688044,41.7280249,"Hospital",9.3,"T156"
"Louis A Weiss Memorial Hospital",-87.6424095,41.9584475,"Hospital",13.8,"T156"
"Resurrection Medical Center",-87.8166981,41.9861043,"Hospital",15.3,"T156"
"Cermak Hospital",-87.6975661,41.8409834,"Hospital",2.8,"T157"
"Hartgrove Hospital",-87.7636869,41.8688096,"Hospital",6.7,"T157"
"Sacred Heart Hospital",-87.7088864,41.8918399,"Hospital",5.5,"T157"
"Saint Mary Of Nazareth Hospital",-87.6845374,41.9012409,"Hospital",5.5,"T157"
"Saint Elizabeth's Hospital",-87.6859039,41.9066862,"Hospital",5.9,"T157"
"Advocate Illinois Masonic Medical Center",-87.6516277,41.9381322,"Hospital",7.7,"T157"
"Kindred Chicago Central Hospital",-87.7286484,41.9416948,"Hospital",9,"T157"
"Shriners Hospitals for Children",-87.795729,41.9216623,"Hospital",10.1,"T157"
"Holy Cross Hospital",-87.699063,41.7678191,"Hospital",4.9,"T157"
"La Rabida Children's Hospital",-87.5747155,41.7799698,"Hospital",4.9,"T157"
"University of Illinois at Chicago Hospital",-87.6728749,41.8698326,"Hospital",3.3,"T157"
"Mercy Hospital and Medical Center",-87.6101983,41.8475444,"Hospital",2.4,"T157"
"Core Center Ruth M. Rothstein",-87.680505,41.8759315,"Hospital",3.8,"T157"
"Jesse Brown Veterans Medical Center",-87.6794415,41.8715694,"Hospital",3.5,"T157"
"University of Illinois at Chicago College of Medicine - School of Public Health West",-87.6728749,41.8698326,"Hospital",3.3,"T157"
"John H Stroger Junior Hospital Cook County",-87.6728749,41.8698326,"Hospital",3.3,"T157"
"Mount Sinai Hospital",-87.6925503,41.8637638,"Hospital",3.5,"T157"
"Saint Anthony Hospital",-87.6973284,41.8537051,"Hospital",3.2,"T157"
"Advocate Bethany Hospital",-87.7133314,41.8772429,"Hospital",4.9,"T157"
"PCC Austin Family Health Center",-87.7626533,41.8857783,"Hospital",7.2,"T157"
"Westown Neighborhood Health Center",-87.6883533,41.9066547,"Hospital",5.9,"T157"
"Norwegian American Hospital Incorporated",-87.6986233,41.9048448,"Hospital",6,"T157"
"Loretto Hospital",-87.7636869,41.8688096,"Hospital",6.7,"T157"
"Englewood Health Center",-87.6413586,41.7785368,"Hospital",3.3,"T157"
"Saint Bernard Hospital",-87.6338527,41.7781818,"Hospital",3.4,"T157"
"Englewood Health Center",-87.6529983,41.7687121,"Hospital",4,"T157"
"Jackson Park Hospital and Medical Center",-87.580746,41.7570821,"Hospital",5.9,"T157"
"South Shore Hospital",-87.5686395,41.74988,"Hospital",6.7,"T157"
"Roseland Community Hospital",-87.6254541,41.6907398,"Hospital",9.5,"T157"
"University of Chicago Medical Center",-87.6012849,41.7904693,"Hospital",3.4,"T157"
"Provident Hospital of Cook County",-87.6126398,41.8039289,"Hospital",2.3,"T157"
"Near South Health Center",-87.6240909,41.8274019,"Hospital",1.2,"T157"
"Rush University Medical Center",-87.6728749,41.8698326,"Hospital",3.3,"T157"
"Pilsen Community Health Center",-87.6649061,41.8559903,"Hospital",2.2,"T157"
"Thorek Hospital and Medical Center",-87.6519927,41.9557446,"Hospital",8.9,"T157"
"Bethany Hospital",-87.6698118,41.972293,"Hospital",10.2,"T157"
"Swedish Covenant Hospital",-87.7009718,41.9730682,"Hospital",10.5,"T157"
"Northwestern University Rehabilitation Institute of Chicago",-87.6177287,41.8950136,"Hospital",5,"T157"
"Northwestern Memorial Hospital",-87.622289,41.8950618,"Hospital",4.9,"T157"
"Ann & Robert H. Lurie Children's Memorial Hospital",-87.622289,41.8950618,"Hospital",4.9,"T157"
"Saint Joseph Hospital",-87.6351518,41.9350807,"Hospital",7.5,"T157"
"Childrens Memorial Hospital",-87.6458783,41.9239808,"Hospital",6.7,"T157"
"Our Lady of Resurrection Medical Center",-87.7691105,41.9435674,"Hospital",10.3,"T157"
"Kindred-Lakeshore Hospital",-87.6565558,41.9934691,"Hospital",11.6,"T157"
"Trinity Hospital",-87.5688044,41.7280249,"Hospital",7.9,"T157"
"Louis A Weiss Memorial Hospital",-87.6424095,41.9584475,"Hospital",9.1,"T157"
"Resurrection Medical Center",-87.8166981,41.9861043,"Hospital",14.1,"T157"
"Cermak Hospital",-87.6975661,41.8409834,"Hospital",13.3,"T221"
"Hartgrove Hospital",-87.7636869,41.8688096,"Hospital",16.5,"T221"
"Sacred Heart Hospital",-87.7088864,41.8918399,"Hospital",16.8,"T221"
"Saint Mary Of Nazareth Hospital",-87.6845374,41.9012409,"Hospital",17.2,"T221"
"Saint Elizabeth's Hospital",-87.6859039,41.9066862,"Hospital",17.5,"T221"
"Advocate Illinois Masonic Medical Center",-87.6516277,41.9381322,"Hospital",19.4,"T221"
"Kindred Chicago Central Hospital",-87.7286484,41.9416948,"Hospital",20.4,"T221"
"Shriners Hospitals for Children",-87.795729,41.9216623,"Hospital",20.5,"T221"
"Holy Cross Hospital",-87.699063,41.7678191,"Hospital",8.8,"T221"
"La Rabida Children's Hospital",-87.5747155,41.7799698,"Hospital",8.6,"T221"
"University of Illinois at Chicago Hospital",-87.6728749,41.8698326,"Hospital",14.9,"T221"
"Mercy Hospital and Medical Center",-87.6101983,41.8475444,"Hospital",13,"T221"
"Core Center Ruth M. Rothstein",-87.680505,41.8759315,"Hospital",15.4,"T221"
"Jesse Brown Veterans Medical Center",-87.6794415,41.8715694,"Hospital",15.1,"T221"
"University of Illinois at Chicago College of Medicine - School of Public Health West",-87.6728749,41.8698326,"Hospital",14.9,"T221"
"John H Stroger Junior Hospital Cook County",-87.6728749,41.8698326,"Hospital",14.9,"T221"
"Mount Sinai Hospital",-87.6925503,41.8637638,"Hospital",14.7,"T221"
"Saint Anthony Hospital",-87.6973284,41.8537051,"Hospital",14.2,"T221"
"Advocate Bethany Hospital",-87.7133314,41.8772429,"Hospital",16,"T221"
"PCC Austin Family Health Center",-87.7626533,41.8857783,"Hospital",17.5,"T221"
"Westown Neighborhood Health Center",-87.6883533,41.9066547,"Hospital",17.6,"T221"
"Norwegian American Hospital Incorporated",-87.6986233,41.9048448,"Hospital",17.6,"T221"
"Loretto Hospital",-87.7636869,41.8688096,"Hospital",16.5,"T221"
"Englewood Health Center",-87.6413586,41.7785368,"Hospital",8.4,"T221"
"Saint Bernard Hospital",-87.6338527,41.7781818,"Hospital",8.3,"T221"
"Englewood Health Center",-87.6529983,41.7687121,"Hospital",7.9,"T221"
"Jackson Park Hospital and Medical Center",-87.580746,41.7570821,"Hospital",7,"T221"
"South Shore Hospital",-87.5686395,41.74988,"Hospital",6.7,"T221"
"Roseland Community Hospital",-87.6254541,41.6907398,"Hospital",2.3,"T221"
"University of Chicago Medical Center",-87.6012849,41.7904693,"Hospital",9.1,"T221"
"Provident Hospital of Cook County",-87.6126398,41.8039289,"Hospital",10,"T221"
"Near South Health Center",-87.6240909,41.8274019,"Hospital",11.6,"T221"
"Rush University Medical Center",-87.6728749,41.8698326,"Hospital",14.9,"T221"
"Pilsen Community Health Center",-87.6649061,41.8559903,"Hospital",13.9,"T221"
"Thorek Hospital and Medical Center",-87.6519927,41.9557446,"Hospital",20.6,"T221"
"Bethany Hospital",-87.6698118,41.972293,"Hospital",21.9,"T221"
"Swedish Covenant Hospital",-87.7009718,41.9730682,"Hospital",22.2,"T221"
"Northwestern University Rehabilitation Institute of Chicago",-87.6177287,41.8950136,"Hospital",16.3,"T221"
"Northwestern Memorial Hospital",-87.622289,41.8950618,"Hospital",16.3,"T221"
"Ann & Robert H. Lurie Children's Memorial Hospital",-87.622289,41.8950618,"Hospital",16.3,"T221"
"Saint Joseph Hospital",-87.6351518,41.9350807,"Hospital",19.1,"T221"
"Childrens Memorial Hospital",-87.6458783,41.9239808,"Hospital",18.4,"T221"
"Our Lady of Resurrection Medical Center",-87.7691105,41.9435674,"Hospital",21.3,"T221"
"Kindred-Lakeshore Hospital",-87.6565558,41.9934691,"Hospital",23.2,"T221"
"Trinity Hospital",-87.5688044,41.7280249,"Hospital",5.3,"T221"
"Louis A Weiss Memorial Hospital",-87.6424095,41.9584475,"Hospital",20.8,"T221"
"Resurrection Medical Center",-87.8166981,41.9861043,"Hospital",25,"T221"
"Cermak Hospital",-87.6975661,41.8409834,"Hospital",6.5,"T054B"
"Hartgrove Hospital",-87.7636869,41.8688096,"Hospital",7.7,"T054B"
"Sacred Heart Hospital",-87.7088864,41.8918399,"Hospital",4.5,"T054B"
"Saint Mary Of Nazareth Hospital",-87.6845374,41.9012409,"Hospital",3.1,"T054B"
"Saint Elizabeth's Hospital",-87.6859039,41.9066862,"Hospital",3,"T054B"
"Advocate Illinois Masonic Medical Center",-87.6516277,41.9381322,"Hospital",1.5,"T054B"
"Kindred Chicago Central Hospital",-87.7286484,41.9416948,"Hospital",5.1,"T054B"
"Shriners Hospitals for Children",-87.795729,41.9216623,"Hospital",8.4,"T054B"
"Holy Cross Hospital",-87.699063,41.7678191,"Hospital",11.2,"T054B"
"La Rabida Children's Hospital",-87.5747155,41.7799698,"Hospital",10.3,"T054B"
"University of Illinois at Chicago Hospital",-87.6728749,41.8698326,"Hospital",4.2,"T054B"
"Mercy Hospital and Medical Center",-87.6101983,41.8475444,"Hospital",5.3,"T054B"
"Core Center Ruth M. Rothstein",-87.680505,41.8759315,"Hospital",4,"T054B"
"Jesse Brown Veterans Medical Center",-87.6794415,41.8715694,"Hospital",4.3,"T054B"
"University of Illinois at Chicago College of Medicine - School of Public Health West",-87.6728749,41.8698326,"Hospital",4.2,"T054B"
"John H Stroger Junior Hospital Cook County",-87.6728749,41.8698326,"Hospital",4.2,"T054B"
"Mount Sinai Hospital",-87.6925503,41.8637638,"Hospital",5.1,"T054B"
"Saint Anthony Hospital",-87.6973284,41.8537051,"Hospital",5.8,"T054B"
"Advocate Bethany Hospital",-87.7133314,41.8772429,"Hospital",5.2,"T054B"
"PCC Austin Family Health Center",-87.7626533,41.8857783,"Hospital",7.2,"T054B"
"Westown Neighborhood Health Center",-87.6883533,41.9066547,"Hospital",3.1,"T054B"
"Norwegian American Hospital Incorporated",-87.6986233,41.9048448,"Hospital",3.6,"T054B"
"Loretto Hospital",-87.7636869,41.8688096,"Hospital",7.7,"T054B"
"Englewood Health Center",-87.6413586,41.7785368,"Hospital",9.9,"T054B"
"Saint Bernard Hospital",-87.6338527,41.7781818,"Hospital",10,"T054B"
"Englewood Health Center",-87.6529983,41.7687121,"Hospital",10.7,"T054B"
"Jackson Park Hospital and Medical Center",-87.580746,41.7570821,"Hospital",11.7,"T054B"
"South Shore Hospital",-87.5686395,41.74988,"Hospital",12.4,"T054B"
"Roseland Community Hospital",-87.6254541,41.6907398,"Hospital",16,"T054B"
"University of Chicago Medical Center",-87.6012849,41.7904693,"Hospital",9.2,"T054B"
"Provident Hospital of Cook County",-87.6126398,41.8039289,"Hospital",8.2,"T054B"
"Near South Health Center",-87.6240909,41.8274019,"Hospital",6.6,"T054B"
"Rush University Medical Center",-87.6728749,41.8698326,"Hospital",4.2,"T054B"
"Pilsen Community Health Center",-87.6649061,41.8559903,"Hospital",4.9,"T054B"
"Thorek Hospital and Medical Center",-87.6519927,41.9557446,"Hospital",2.5,"T054B"
"Bethany Hospital",-87.6698118,41.972293,"Hospital",4,"T054B"
"Swedish Covenant Hospital",-87.7009718,41.9730682,"Hospital",5,"T054B"
"Northwestern University Rehabilitation Institute of Chicago",-87.6177287,41.8950136,"Hospital",2,"T054B"
"Northwestern Memorial Hospital",-87.622289,41.8950618,"Hospital",1.9,"T054B"
"Ann & Robert H. Lurie Children's Memorial Hospital",-87.622289,41.8950618,"Hospital",1.9,"T054B"
"Saint Joseph Hospital",-87.6351518,41.9350807,"Hospital",0.9,"T054B"
"Childrens Memorial Hospital",-87.6458783,41.9239808,"Hospital",0.7,"T054B"
"Our Lady of Resurrection Medical Center",-87.7691105,41.9435674,"Hospital",7.2,"T054B"
"Kindred-Lakeshore Hospital",-87.6565558,41.9934691,"Hospital",5.1,"T054B"
"Trinity Hospital",-87.5688044,41.7280249,"Hospital",13.8,"T054B"
"Louis A Weiss Memorial Hospital",-87.6424095,41.9584475,"Hospital",2.6,"T054B"
"Resurrection Medical Center",-87.8166981,41.9861043,"Hospital",10.5,"T054B"
"Cermak Hospital",-87.6975661,41.8409834,"Hospital",13.5,"T900"
"Hartgrove Hospital",-87.7636869,41.8688096,"Hospital",9.8,"T900"
"Sacred Heart Hospital",-87.7088864,41.8918399,"Hospital",10.9,"T900"
"Saint Mary Of Nazareth Hospital",-87.6845374,41.9012409,"Hospital",11.7,"T900"
"Saint Elizabeth's Hospital",-87.6859039,41.9066862,"Hospital",11.5,"T900"
"Advocate Illinois Masonic Medical Center",-87.6516277,41.9381322,"Hospital",12.5,"T900"
"Kindred Chicago Central Hospital",-87.7286484,41.9416948,"Hospital",8.6,"T900"
"Shriners Hospitals for Children",-87.795729,41.9216623,"Hospital",6.1,"T900"
"Holy Cross Hospital",-87.699063,41.7678191,"Hospital",17.3,"T900"
"La Rabida Children's Hospital",-87.5747155,41.7799698,"Hospital",21.1,"T900"
"University of Illinois at Chicago Hospital",-87.6728749,41.8698326,"Hospital",13.3,"T900"
"Mercy Hospital and Medical Center",-87.6101983,41.8475444,"Hospital",16.9,"T900"
"Core Center Ruth M. Rothstein",-87.680505,41.8759315,"Hospital",12.8,"T900"
"Jesse Brown Veterans Medical Center",-87.6794415,41.8715694,"Hospital",13,"T900"
"University of Illinois at Chicago College of Medicine - School of Public Health West",-87.6728749,41.8698326,"Hospital",13.3,"T900"
"John H Stroger Junior Hospital Cook County",-87.6728749,41.8698326,"Hospital",13.3,"T900"
"Mount Sinai Hospital",-87.6925503,41.8637638,"Hospital",12.7,"T900"
"Saint Anthony Hospital",-87.6973284,41.8537051,"Hospital",13,"T900"
"Advocate Bethany Hospital",-87.7133314,41.8772429,"Hospital",11.3,"T900"
"PCC Austin Family Health Center",-87.7626533,41.8857783,"Hospital",9,"T900"
"Westown Neighborhood Health Center",-87.6883533,41.9066547,"Hospital",11.4,"T900"
"Norwegian American Hospital Incorporated",-87.6986233,41.9048448,"Hospital",11,"T900"
"Loretto Hospital",-87.7636869,41.8688096,"Hospital",9.8,"T900"
"Englewood Health Center",-87.6413586,41.7785368,"Hospital",18.6,"T900"
"Saint Bernard Hospital",-87.6338527,41.7781818,"Hospital",18.9,"T900"
"Englewood Health Center",-87.6529983,41.7687121,"Hospital",18.7,"T900"
"Jackson Park Hospital and Medical Center",-87.580746,41.7570821,"Hospital",21.9,"T900"
"South Shore Hospital",-87.5686395,41.74988,"Hospital",22.7,"T900"
"Roseland Community Hospital",-87.6254541,41.6907398,"Hospital",23.9,"T900"
"University of Chicago Medical Center",-87.6012849,41.7904693,"Hospital",19.6,"T900"
"Provident Hospital of Cook County",-87.6126398,41.8039289,"Hospital",18.5,"T900"
"Near South Health Center",-87.6240909,41.8274019,"Hospital",17.1,"T900"
"Rush University Medical Center",-87.6728749,41.8698326,"Hospital",13.3,"T900"
"Pilsen Community Health Center",-87.6649061,41.8559903,"Hospital",14.2,"T900"
"Thorek Hospital and Medical Center",-87.6519927,41.9557446,"Hospital",12.3,"T900"
"Bethany Hospital",-87.6698118,41.972293,"Hospital",11.4,"T900"
