"","STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SN32","SN32_ATTRIBUTES","SN52","SN52_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","SX32","SX32_ATTRIBUTES","SX52","SX52_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WESF","WESF_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT11","WT11_ATTRIBUTES"
"3518","USW00004838","CHICAGO PALWAUKEE AIRPORT, IL US",42.12083,-87.90472,193.9,"2017-05-21",10.29,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",1542,",,W",0.05,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",63,",,W",51,",,W",NA,"",260,",,W",280,",,W",NA,"",NA,"",NA,"",19.9,",,W",28,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"3519","USW00004838","CHICAGO PALWAUKEE AIRPORT, IL US",42.12083,-87.90472,193.9,"2017-05-22",11.63,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",1738,",,W",0,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",73,",,W",47,",,W",NA,"",220,",,W",220,",,W",NA,"",NA,"",NA,"",21.9,",,W",30,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"3520","USW00004838","CHICAGO PALWAUKEE AIRPORT, IL US",42.12083,-87.90472,193.9,"2017-05-23",5.59,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",752,",,W",0.25,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",62,",,W",53,",,W",NA,"",240,",,W",230,",,W",NA,"",NA,"",NA,"",15,",,W",19.9,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"3521","USW00004838","CHICAGO PALWAUKEE AIRPORT, IL US",42.12083,-87.90472,193.9,"2017-05-24",11.63,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",1359,",,W",0.2,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",61,",,W",51,",,W",NA,"",20,",,W",30,",,W",NA,"",NA,"",NA,"",23,",,W",32,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"3522","USW00004838","CHICAGO PALWAUKEE AIRPORT, IL US",42.12083,-87.90472,193.9,"2017-05-25",7.38,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",1058,",,W",0,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",68,",,W",50,",,W",NA,"",360,",,W",320,",,W",NA,"",NA,"",NA,"",16.1,",,W",23,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"3523","USW00004838","CHICAGO PALWAUKEE AIRPORT, IL US",42.12083,-87.90472,193.9,"2017-05-26",4.7,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",1008,",,W",0.53,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",66,",,W",49,",,W",NA,"",60,",,W",80,",,W",NA,"",NA,"",NA,"",12.1,",,W",16.1,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"3524","USW00004838","CHICAGO PALWAUKEE AIRPORT, IL US",42.12083,-87.90472,193.9,"2017-05-27",3.8,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",1418,",,W",0,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",74,",,W",50,",,W",NA,"",100,",,W",60,",,W",NA,"",NA,"",NA,"",10.1,",,W",16.1,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"3525","USW00004838","CHICAGO PALWAUKEE AIRPORT, IL US",42.12083,-87.90472,193.9,"2017-05-28",5.59,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",1456,",,W",0,"T,,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",76,",,W",54,",,W",NA,"",310,",,W",320,",,W",NA,"",NA,"",NA,"",17,",,W",23,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"3526","USW00004838","CHICAGO PALWAUKEE AIRPORT, IL US",42.12083,-87.90472,193.9,"2017-05-29",10.07,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",1320,",,W",0,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",75,",,W",52,",,W",NA,"",280,",,W",250,",,W",NA,"",NA,"",NA,"",25.1,",,W",35.1,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"3527","USW00004838","CHICAGO PALWAUKEE AIRPORT, IL US",42.12083,-87.90472,193.9,"2017-05-30",9.4,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",1424,",,W",0,"T,,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",73,",,W",54,",,W",NA,"",270,",,W",270,",,W",NA,"",NA,"",NA,"",25.1,",,W",35.1,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"3528","USW00004838","CHICAGO PALWAUKEE AIRPORT, IL US",42.12083,-87.90472,193.9,"2017-05-31",8.5,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",1558,",,W",0,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",72,",,W",53,",,W",NA,"",270,",,W",250,",,W",NA,"",NA,"",NA,"",19.9,",,W",30,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"3529","USW00004838","CHICAGO PALWAUKEE AIRPORT, IL US",42.12083,-87.90472,193.9,"2017-06-01",2.68,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",1304,",,W",0,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",78,",,W",48,",,W",NA,"",320,",,W",280,",,W",NA,"",NA,"",NA,"",13,",,W",17,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"3530","USW00004838","CHICAGO PALWAUKEE AIRPORT, IL US",42.12083,-87.90472,193.9,"2017-06-02",3.8,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",1458,",,W",0,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",85,",,W",49,",,W",NA,"",120,",,W",120,",,W",NA,"",NA,"",NA,"",13,",,W",16.1,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"3531","USW00004838","CHICAGO PALWAUKEE AIRPORT, IL US",42.12083,-87.90472,193.9,"2017-06-03",4.92,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",2321,",,W",0,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",81,",,W",53,",,W",NA,"",250,",,W",260,",,W",NA,"",NA,"",NA,"",16.1,",,W",23,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"3532","USW00004838","CHICAGO PALWAUKEE AIRPORT, IL US",42.12083,-87.90472,193.9,"2017-06-04",5.82,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",1327,",,W",0,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",90,",,W",63,",,W",NA,"",320,",,W",270,",,W",NA,"",NA,"",NA,"",16.1,",,W",21.9,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"3533","USW00004838","CHICAGO PALWAUKEE AIRPORT, IL US",42.12083,-87.90472,193.9,"2017-06-05",11.41,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",1118,",,W",0,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",71,",,W",57,",,W",NA,"",30,",,W",30,",,W",NA,"",NA,"",NA,"",23.9,",,W",33.1,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"3534","USW00004838","CHICAGO PALWAUKEE AIRPORT, IL US",42.12083,-87.90472,193.9,"2017-06-06",9.62,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",1430,",,W",0,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",74,",,W",50,",,W",NA,"",20,",,W",360,",,W",NA,"",NA,"",NA,"",21,",,W",29.1,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"3535","USW00004838","CHICAGO PALWAUKEE AIRPORT, IL US",42.12083,-87.90472,193.9,"2017-06-07",5.82,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",1059,",,W",0,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",74,",,W",52,",,W",NA,"",50,",,W",20,",,W",NA,"",NA,"",NA,"",14.1,",,W",19.9,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"3536","USW00004838","CHICAGO PALWAUKEE AIRPORT, IL US",42.12083,-87.90472,193.9,"2017-06-08",3.13,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",2222,",,W",0,"T,,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",82,",,W",50,",,W",NA,"",100,",,W",330,",,W",NA,"",NA,"",NA,"",12.1,",,W",17,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"3537","USW00004838","CHICAGO PALWAUKEE AIRPORT, IL US",42.12083,-87.90472,193.9,"2017-06-09",7.38,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",1138,",,W",0,"T,,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",85,",,W",61,",,W",NA,"",320,",,W",250,",,W",NA,"",NA,"",NA,"",16.1,",,W",21.9,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"3538","USW00004838","CHICAGO PALWAUKEE AIRPORT, IL US",42.12083,-87.90472,193.9,"2017-06-10",13.65,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",1619,",,W",0,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",90,",,W",60,",,W",NA,"",210,",,W",210,",,W",NA,"",NA,"",NA,"",28,",,W",36.9,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"3539","USW00004838","CHICAGO PALWAUKEE AIRPORT, IL US",42.12083,-87.90472,193.9,"2017-06-11",14.54,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",1525,",,W",0,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",92,",,W",72,",,W",NA,"",190,",,W",180,",,W",NA,"",NA,"",NA,"",25.9,",,W",34,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"3540","USW00004838","CHICAGO PALWAUKEE AIRPORT, IL US",42.12083,-87.90472,193.9,"2017-06-12",10.51,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",2022,",,W",0,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",95,",,W",72,",,W",NA,"",350,",,W",350,",,W",NA,"",NA,"",NA,"",23,",,W",32,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"3541","USW00004838","CHICAGO PALWAUKEE AIRPORT, IL US",42.12083,-87.90472,193.9,"2017-06-13",4.92,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",703,",,W",0,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",82,",,W",64,",,W",NA,"",40,",,W",350,",,W",NA,"",NA,"",NA,"",15,",,W",19.9,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"3542","USW00004838","CHICAGO PALWAUKEE AIRPORT, IL US",42.12083,-87.90472,193.9,"2017-06-14",6.71,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",1359,",,W",1.69,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",92,",,W",64,",,W",NA,"",330,",,W",340,",,W",NA,"",NA,"",NA,"",25.9,",,W",36,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"3543","USW00004838","CHICAGO PALWAUKEE AIRPORT, IL US",42.12083,-87.90472,193.9,"2017-06-15",5.82,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",2307,",,W",0.42,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",89,",,W",67,",,W",NA,"",290,",,W",290,",,W",NA,"",NA,"",NA,"",18.1,",,W",25.9,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"3544","USW00004838","CHICAGO PALWAUKEE AIRPORT, IL US",42.12083,-87.90472,193.9,"2017-06-16",7.83,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",517,",,W",0.04,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",85,",,W",67,",,W",NA,"",270,",,W",280,",,W",NA,"",NA,"",NA,"",23,",,W",32,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"3545","USW00004838","CHICAGO PALWAUKEE AIRPORT, IL US",42.12083,-87.90472,193.9,"2017-06-17",6.04,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",317,",,W",0.3,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",87,",,W",68,",,W",NA,"",330,",,W",330,",,W",NA,"",NA,"",NA,"",21,",,W",27.1,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"3546","USW00004838","CHICAGO PALWAUKEE AIRPORT, IL US",42.12083,-87.90472,193.9,"2017-06-18",10.51,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",1020,",,W",0,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",78,",,W",68,",,W",NA,"",270,",,W",290,",,W",NA,"",NA,"",NA,"",21,",,W",27.1,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"3547","USW00004838","CHICAGO PALWAUKEE AIRPORT, IL US",42.12083,-87.90472,193.9,"2017-06-19",7.61,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",1423,",,W",0.11,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",78,",,W",59,",,W",NA,"",320,",,W",300,",,W",NA,"",NA,"",NA,"",35.1,",,W",46.1,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"3548","USW00004838","CHICAGO PALWAUKEE AIRPORT, IL US",42.12083,-87.90472,193.9,"2017-06-20",5.82,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",1257,",,W",0,"T,,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",78,",,W",57,",,W",NA,"",50,",,W",50,",,W",NA,"",NA,"",NA,"",25.1,",,W",32,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"3549","USW00004838","CHICAGO PALWAUKEE AIRPORT, IL US",42.12083,-87.90472,193.9,"2017-06-21",4.7,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",1434,",,W",0,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",77,",,W",52,",,W",NA,"",90,",,W",110,",,W",NA,"",NA,"",NA,"",13,",,W",18.1,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"3550","USW00004838","CHICAGO PALWAUKEE AIRPORT, IL US",42.12083,-87.90472,193.9,"2017-06-22",12.08,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",1759,",,W",0.06,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",88,",,W",65,",,W",NA,"",200,",,W",200,",,W",NA,"",NA,"",NA,"",21,",,W",29.1,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"3551","USW00004838","CHICAGO PALWAUKEE AIRPORT, IL US",42.12083,-87.90472,193.9,"2017-06-23",9.84,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",332,",,W",1.06,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",81,",,W",65,",,W",NA,"",350,",,W",350,",,W",NA,"",NA,"",NA,"",25.1,",,W",33.1,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"3552","USW00004838","CHICAGO PALWAUKEE AIRPORT, IL US",42.12083,-87.90472,193.9,"2017-06-24",10.96,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",1652,",,W",0,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",74,",,W",59,",,W",NA,"",290,",,W",290,",,W",NA,"",NA,"",NA,"",23,",,W",31.1,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"3553","USW00004838","CHICAGO PALWAUKEE AIRPORT, IL US",42.12083,-87.90472,193.9,"2017-06-25",10.96,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",1135,",,W",0,"T,,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",72,",,W",54,",,W",NA,"",280,",,W",290,",,W",NA,"",NA,"",NA,"",19.9,",,W",25.9,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"3554","USW00004838","CHICAGO PALWAUKEE AIRPORT, IL US",42.12083,-87.90472,193.9,"2017-06-26",9.62,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",1306,",,W",0,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",72,",,W",53,",,W",NA,"",300,",,W",300,",,W",NA,"",NA,"",NA,"",23,",,W",30,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"3555","USW00004838","CHICAGO PALWAUKEE AIRPORT, IL US",42.12083,-87.90472,193.9,"2017-06-27",4.92,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",913,",,W",0,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",76,",,W",50,",,W",NA,"",280,",,W",280,",,W",NA,"",NA,"",NA,"",14.1,",,W",18.1,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"3556","USW00004838","CHICAGO PALWAUKEE AIRPORT, IL US",42.12083,-87.90472,193.9,"2017-06-28",13.42,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",2032,",,W",2.15,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",78,",,W",55,",,W",NA,"",330,",,W",330,",,W",NA,"",NA,"",NA,"",28,",,W",36,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"3557","USW00004838","CHICAGO PALWAUKEE AIRPORT, IL US",42.12083,-87.90472,193.9,"2017-06-29",8.28,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",810,",,W",0.05,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",81,",,W",65,",,W",NA,"",280,",,W",230,",,W",NA,"",NA,"",NA,"",19.9,",,W",27.1,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"3558","USW00004838","CHICAGO PALWAUKEE AIRPORT, IL US",42.12083,-87.90472,193.9,"2017-06-30",4.7,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",2027,",,W",0,"T,,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",83,",,W",65,",,W",NA,"",280,",,W",270,",,W",NA,"",NA,"",NA,"",12.1,",,W",18.1,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"3559","USW00004838","CHICAGO PALWAUKEE AIRPORT, IL US",42.12083,-87.90472,193.9,"2017-07-01",8.28,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",1412,",,W",0,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",82,",,W",66,",,W",NA,"",290,",,W",270,",,W",NA,"",NA,"",NA,"",18.1,",,W",25.9,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"3560","USW00004838","CHICAGO PALWAUKEE AIRPORT, IL US",42.12083,-87.90472,193.9,"2017-07-02",6.26,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",1634,",,W",0,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",88,",,W",61,",,W",NA,"",20,",,W",10,",,W",NA,"",NA,"",NA,"",23.9,",,W",35.1,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"3561","USW00004838","CHICAGO PALWAUKEE AIRPORT, IL US",42.12083,-87.90472,193.9,"2017-07-03",7.16,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",1512,",,W",0.1,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",76,",,W",64,",,W",NA,"",50,",,W",30,",,W",NA,"",NA,"",NA,"",14.1,",,W",18.1,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"3562","USW00004838","CHICAGO PALWAUKEE AIRPORT, IL US",42.12083,-87.90472,193.9,"2017-07-04",5.14,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",1258,",,W",0,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",79,",,W",62,",,W",NA,"",50,",,W",40,",,W",NA,"",NA,"",NA,"",12.1,",,W",15,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"3563","USW00004838","CHICAGO PALWAUKEE AIRPORT, IL US",42.12083,-87.90472,193.9,"2017-07-05",4.92,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",1257,",,W",0,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",85,",,W",64,",,W",NA,"",110,",,W",110,",,W",NA,"",NA,"",NA,"",12.1,",,W",15,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"3564","USW00004838","CHICAGO PALWAUKEE AIRPORT, IL US",42.12083,-87.90472,193.9,"2017-07-06",5.59,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",1811,",,W",0,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",91,",,W",68,",,W",NA,"",280,",,W",270,",,W",NA,"",NA,"",NA,"",14.1,",,W",18.1,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"3565","USW00004838","CHICAGO PALWAUKEE AIRPORT, IL US",42.12083,-87.90472,193.9,"2017-07-07",6.71,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",45,",,W",0.06,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",84,",,W",62,",,W",NA,"",350,",,W",350,",,W",NA,"",NA,"",NA,"",23.9,",,W",31.1,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"3566","USW00004838","CHICAGO PALWAUKEE AIRPORT, IL US",42.12083,-87.90472,193.9,"2017-07-08",4.47,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",1034,",,W",0,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",76,",,W",59,",,W",NA,"",30,",,W",50,",,W",NA,"",NA,"",NA,"",12.1,",,W",16.1,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"3567","USW00004838","CHICAGO PALWAUKEE AIRPORT, IL US",42.12083,-87.90472,193.9,"2017-07-09",6.49,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",1625,",,W",0,"T,,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",84,",,W",58,",,W",NA,"",190,",,W",190,",,W",NA,"",NA,"",NA,"",14.1,",,W",19,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"3568","USW00004838","CHICAGO PALWAUKEE AIRPORT, IL US",42.12083,-87.90472,193.9,"2017-07-10",4.92,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",355,",,W",0.66,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",83,",,W",65,",,W",NA,"",360,",,W",360,",,W",NA,"",NA,"",NA,"",21,",,W",27.1,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"3569","USW00004838","CHICAGO PALWAUKEE AIRPORT, IL US",42.12083,-87.90472,193.9,"2017-07-11",4.47,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",2122,",,W",0.55,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",83,",,W",67,",,W",NA,"",240,",,W",240,",,W",NA,"",NA,"",NA,"",19.9,",,W",29.1,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"3570","USW00004838","CHICAGO PALWAUKEE AIRPORT, IL US",42.12083,-87.90472,193.9,"2017-07-12",8.72,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",826,",,W",3.22,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",80,",,W",66,",,W",NA,"",340,",,W",320,",,W",NA,"",NA,"",NA,"",31.1,",,W",45,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"3571","USW00004838","CHICAGO PALWAUKEE AIRPORT, IL US",42.12083,-87.90472,193.9,"2017-07-13",7.61,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",1444,",,W",0,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",82,",,W",71,",,W",NA,"",280,",,W",270,",,W",NA,"",NA,"",NA,"",15,",,W",19.9,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
