"Property.Address","nrows","min.issued.date","max.issued.date","city","state","zip","addr.nbr","addr.street.and.dir","addr.dir","addr.street","addr.end","st.name.pot","address.one.line","google.call","seqn","json","status","result.cnt","place.id","formatted.address","lat","lng","route","locality","administrative_area_level_2","administrative_area_level_1","country","row.name","street_number","neighborhood","postal_code","postal_code_suffix","administrative_area_level_3","intersection","bus_station"
"7941 S EAST END ",6,2015-04-15,2015-04-15,"Chicago","IL",NA,7941,"S EAST END","S","EAST END","END",NA,"7941+S+EAST END+Chicago,IL","https://maps.googleapis.com/maps/api/geocode/json?address=7941+S+EAST+END+Chicago,IL&key=AIzaSyCJdnRf5aQd3QEXPpL--L79kd9B0z8rs4U",1,"list(address_components = list(list(long_name = c(""7941"", ""South East End Avenue"", ""South Chicago"", ""Chicago"", ""Cook County"", ""Illinois"", ""United States"", ""60617"", ""1002""), short_name = c(""7941"", ""S East End Ave"", ""South Chicago"", ""Chicago"", ""Cook County"", ""IL"", ""US"", ""60617"", ""1002""), types = list(""street_number"", ""route"", c(""neighborhood"", ""political""), c(""locality"", ""political""), c(""administrative_area_level_2"", ""political""), c(""administrative_area_level_1"", ""political""), c(""country"", ""political""
), ""postal_code"", ""postal_code_suffix""))), formatted_address = ""7941 S East End Ave, Chicago, IL 60617, USA"", geometry = list(bounds = list(northeast = list(lat = 41.7503461, lng = -87.5824651), southwest = list(lat = 41.750284, lng = -87.5826954)), location = list(lat = 41.750325, lng = -87.5825061), location_type = ""ROOFTOP"", viewport = list(northeast = list(lat = 41.7516640302915, lng = -87.5812312697085), southwest = list(lat = 41.7489660697085, lng = -87.5839292302915))), place_id = ""ChIJ24I734soDogRFZtY_LZq0IY"", 
    types = list(""premise""))","OK",1,"ChIJ24I734soDogRFZtY_LZq0IY","7941 S East End Ave, Chicago, IL 60617, USA",41.750325,-87.5825061,"S East End Ave","Chicago","Cook County","IL","US","short_name","7941","South Chicago","60617","1002",NA,NA,NA
"7945 S ARTESIAN ",6,2013-12-27,2013-12-27,"Chicago","IL",NA,7945,"S ARTESIAN","S","ARTESIAN","ARTESIAN",NA,"7945+S+ARTESIAN+Chicago,IL","https://maps.googleapis.com/maps/api/geocode/json?address=7945+S+ARTESIAN+Chicago,IL&key=AIzaSyCJdnRf5aQd3QEXPpL--L79kd9B0z8rs4U",1,"list(address_components = list(list(long_name = c(""7945"", ""South Artesian Avenue"", ""Ashburn"", ""Chicago"", ""Cook County"", ""Illinois"", ""United States"", ""60652"", ""1714""), short_name = c(""7945"", ""S Artesian Ave"", ""Ashburn"", ""Chicago"", ""Cook County"", ""IL"", ""US"", ""60652"", ""1714""), types = list(""street_number"", ""route"", c(""neighborhood"", ""political""), c(""locality"", ""political""), c(""administrative_area_level_2"", ""political""), c(""administrative_area_level_1"", ""political""), c(""country"", ""political""), ""postal_code"", 
    ""postal_code_suffix""))), formatted_address = ""7945 S Artesian Ave, Chicago, IL 60652, USA"", geometry = list(bounds = list(northeast = list(lat = 41.7487409, lng = -87.6836572), southwest = list(lat = 41.7486672, lng = -87.6838508)), location = list(lat = 41.748712, lng = -87.6837497), location_type = ""ROOFTOP"", viewport = list(northeast = list(lat = 41.7500530302915, lng = -87.6824050197085), southwest = list(lat = 41.7473550697085, lng = -87.6851029802915))), place_id = ""ChIJo5h0a-4vDogRsP2BfetgH1c"", 
    types = list(""premise""))","OK",1,"ChIJo5h0a-4vDogRsP2BfetgH1c","7945 S Artesian Ave, Chicago, IL 60652, USA",41.748712,-87.6837497,"S Artesian Ave","Chicago","Cook County","IL","US","short_name","7945","Ashburn","60652","1714",NA,NA,NA
"7945 S OGLESBY ",6,2014-08-14,2014-08-14,"Chicago","IL",NA,7945,"S OGLESBY","S","OGLESBY","OGLESBY",NA,"7945+S+OGLESBY+Chicago,IL","https://maps.googleapis.com/maps/api/geocode/json?address=7945+S+OGLESBY+Chicago,IL&key=AIzaSyCJdnRf5aQd3QEXPpL--L79kd9B0z8rs4U",1,"list(address_components = list(list(long_name = c(""7945"", ""South Oglesby Avenue"", ""South Chicago"", ""Chicago"", ""Cook County"", ""Illinois"", ""United States"", ""60617"", ""1132""), short_name = c(""7945"", ""S Oglesby Ave"", ""South Chicago"", ""Chicago"", ""Cook County"", ""IL"", ""US"", ""60617"", ""1132""), types = list(""street_number"", ""route"", c(""neighborhood"", ""political""), c(""locality"", ""political""), c(""administrative_area_level_2"", ""political""), c(""administrative_area_level_1"", ""political""), c(""country"", ""political""
), ""postal_code"", ""postal_code_suffix""))), formatted_address = ""7945 S Oglesby Ave, Chicago, IL 60617, USA"", geometry = list(bounds = list(northeast = list(lat = 41.7503413, lng = -87.5669761), southwest = list(lat = 41.7502534, lng = -87.5672623)), location = list(lat = 41.7503118, lng = -87.5671033), location_type = ""ROOFTOP"", viewport = list(northeast = list(lat = 41.7516463302915, lng = -87.5657702197085), southwest = list(lat = 41.7489483697085, lng = -87.5684681802915))), place_id = ""ChIJs1A80WgoDogRXhUilFBhssQ"", 
    types = list(""premise""))","OK",1,"ChIJs1A80WgoDogRXhUilFBhssQ","7945 S Oglesby Ave, Chicago, IL 60617, USA",41.7503118,-87.5671033,"S Oglesby Ave","Chicago","Cook County","IL","US","short_name","7945","South Chicago","60617","1132",NA,NA,NA
"7945 S OLGESBY ",6,2014-08-14,2014-08-14,"Chicago","IL",NA,7945,"S OLGESBY","S","OLGESBY","OLGESBY",NA,"7945+S+OLGESBY+Chicago,IL","https://maps.googleapis.com/maps/api/geocode/json?address=7945+S+OLGESBY+Chicago,IL&key=AIzaSyCJdnRf5aQd3QEXPpL--L79kd9B0z8rs4U",1,"list(address_components = list(list(long_name = c(""7945"", ""South Oglesby Avenue"", ""South Chicago"", ""Chicago"", ""Cook County"", ""Illinois"", ""United States"", ""60617"", ""1132""), short_name = c(""7945"", ""S Oglesby Ave"", ""South Chicago"", ""Chicago"", ""Cook County"", ""IL"", ""US"", ""60617"", ""1132""), types = list(""street_number"", ""route"", c(""neighborhood"", ""political""), c(""locality"", ""political""), c(""administrative_area_level_2"", ""political""), c(""administrative_area_level_1"", ""political""), c(""country"", ""political""
), ""postal_code"", ""postal_code_suffix""))), formatted_address = ""7945 S Oglesby Ave, Chicago, IL 60617, USA"", geometry = list(bounds = list(northeast = list(lat = 41.7503413, lng = -87.5669761), southwest = list(lat = 41.7502534, lng = -87.5672623)), location = list(lat = 41.7503118, lng = -87.5671033), location_type = ""ROOFTOP"", viewport = list(northeast = list(lat = 41.7516463302915, lng = -87.5657702197085), southwest = list(lat = 41.7489483697085, lng = -87.5684681802915))), place_id = ""ChIJs1A80WgoDogRXhUilFBhssQ"", 
    types = list(""premise""))","OK",1,"ChIJs1A80WgoDogRXhUilFBhssQ","7945 S Oglesby Ave, Chicago, IL 60617, USA",41.7503118,-87.5671033,"S Oglesby Ave","Chicago","Cook County","IL","US","short_name","7945","South Chicago","60617","1132",NA,NA,NA
"7950 S LAFLIN ",4,2016-11-17,2016-11-17,"Chicago","IL",NA,7950,"S LAFLIN","S","LAFLIN","LAFLIN",NA,"7950+S+LAFLIN+Chicago,IL","https://maps.googleapis.com/maps/api/geocode/json?address=7950+S+LAFLIN+Chicago,IL&key=AIzaSyCJdnRf5aQd3QEXPpL--L79kd9B0z8rs4U",1,"list(address_components = list(list(long_name = c(""7950"", ""South Laflin Street"", ""Gresham"", ""Chicago"", ""Cook County"", ""Illinois"", ""United States"", ""60620"", ""4341""), short_name = c(""7950"", ""S Laflin St"", ""Gresham"", ""Chicago"", ""Cook County"", ""IL"", ""US"", ""60620"", ""4341""), types = list(""street_number"", ""route"", c(""neighborhood"", ""political""), c(""locality"", ""political""), c(""administrative_area_level_2"", ""political""), c(""administrative_area_level_1"", ""political""), c(""country"", ""political""), ""postal_code"", 
    ""postal_code_suffix""))), formatted_address = ""7950 S Laflin St, Chicago, IL 60620, USA"", geometry = list(bounds = list(northeast = list(lat = 41.748897, lng = -87.6611193), southwest = list(lat = 41.7488223, lng = -87.6613544)), location = list(lat = 41.7488503, lng = -87.6612437), location_type = ""ROOFTOP"", viewport = list(northeast = list(lat = 41.7502086302915, lng = -87.6598878697085), southwest = list(lat = 41.7475106697085, lng = -87.6625858302915))), place_id = ""ChIJw_dv8JwvDogRER468ByxBeE"", 
    types = list(""premise""))","OK",1,"ChIJw_dv8JwvDogRER468ByxBeE","7950 S Laflin St, Chicago, IL 60620, USA",41.7488503,-87.6612437,"S Laflin St","Chicago","Cook County","IL","US","short_name","7950","Gresham","60620","4341",NA,NA,NA
"8000 S INGLESIDE ",12,2017-09-27,2017-09-27,"Chicago","IL",NA,8000,"S INGLESIDE","S","INGLESIDE","INGLESIDE",NA,"8000+S+INGLESIDE+Chicago,IL","https://maps.googleapis.com/maps/api/geocode/json?address=8000+S+INGLESIDE+Chicago,IL&key=AIzaSyCJdnRf5aQd3QEXPpL--L79kd9B0z8rs4U",1,"list(address_components = list(list(long_name = c(""8000"", ""South Ingleside Avenue"", ""South Side"", ""Chicago"", ""Cook County"", ""Illinois"", ""United States"", ""60619"", ""4204""), short_name = c(""8000"", ""S Ingleside Ave"", ""South Side"", ""Chicago"", ""Cook County"", ""IL"", ""US"", ""60619"", ""4204""), types = list(""street_number"", ""route"", c(""neighborhood"", ""political""), c(""locality"", ""political""), c(""administrative_area_level_2"", ""political""), c(""administrative_area_level_1"", ""political""), c(""country"", ""political""), 
    ""postal_code"", ""postal_code_suffix""))), formatted_address = ""8000 S Ingleside Ave, Chicago, IL 60619, USA"", geometry = list(bounds = list(northeast = list(lat = 41.7493816, lng = -87.6016476), southwest = list(lat = 41.7493076, lng = -87.6018294)), location = list(lat = 41.7493291, lng = -87.6018005), location_type = ""ROOFTOP"", viewport = list(northeast = list(lat = 41.7506935802915, lng = -87.6003895197085), southwest = list(lat = 41.7479956197085, lng = -87.6030874802915))), place_id = ""ChIJk7DbSbwoDogRwNyw_tqA-_8"", 
    types = list(""premise""))","OK",1,"ChIJk7DbSbwoDogRwNyw_tqA-_8","8000 S Ingleside Ave, Chicago, IL 60619, USA",41.7493291,-87.6018005,"S Ingleside Ave","Chicago","Cook County","IL","US","short_name","8000","South Side","60619","4204",NA,NA,NA
"8000 S WINCHESTER ",4,2014-09-10,2014-09-10,"Chicago","IL",NA,8000,"S WINCHESTER","S","WINCHESTER","WINCHESTER",NA,"8000+S+WINCHESTER+Chicago,IL","https://maps.googleapis.com/maps/api/geocode/json?address=8000+S+WINCHESTER+Chicago,IL&key=AIzaSyCJdnRf5aQd3QEXPpL--L79kd9B0z8rs4U",1,"list(address_components = list(list(long_name = c(""8000"", ""South Winchester Avenue"", ""Gresham"", ""Chicago"", ""Cook County"", ""Illinois"", ""United States"", ""60620"", ""5326""), short_name = c(""8000"", ""S Winchester Ave"", ""Gresham"", ""Chicago"", ""Cook County"", ""IL"", ""US"", ""60620"", ""5326""), types = list(""street_number"", ""route"", c(""neighborhood"", ""political""), c(""locality"", ""political""), c(""administrative_area_level_2"", ""political""), c(""administrative_area_level_1"", ""political""), c(""country"", ""political""), ""postal_code"", 
    ""postal_code_suffix""))), formatted_address = ""8000 S Winchester Ave, Chicago, IL 60620, USA"", geometry = list(bounds = list(northeast = list(lat = 41.7483362, lng = -87.6720803), southwest = list(lat = 41.7482623, lng = -87.67225)), location = list(lat = 41.7482842, lng = -87.6721562), location_type = ""ROOFTOP"", viewport = list(northeast = list(lat = 41.7496482302915, lng = -87.6708161697085), southwest = list(lat = 41.7469502697085, lng = -87.6735141302915))), place_id = ""ChIJc58l7ZEvDogRJKI0hqj8fA0"", 
    types = list(""premise""))","OK",1,"ChIJc58l7ZEvDogRJKI0hqj8fA0","8000 S Winchester Ave, Chicago, IL 60620, USA",41.7482842,-87.6721562,"S Winchester Ave","Chicago","Cook County","IL","US","short_name","8000","Gresham","60620","5326",NA,NA,NA
"8013 S BISHOP ",2,2012-04-17,2012-04-17,"Chicago","IL",NA,8013,"S BISHOP","S","BISHOP","BISHOP",NA,"8013+S+BISHOP+Chicago,IL","https://maps.googleapis.com/maps/api/geocode/json?address=8013+S+BISHOP+Chicago,IL&key=AIzaSyCJdnRf5aQd3QEXPpL--L79kd9B0z8rs4U",1,"list(address_components = list(list(long_name = c(""8013"", ""South Bishop Street"", ""South Side"", ""Chicago"", ""Cook County"", ""Illinois"", ""United States"", ""60643""), short_name = c(""8013"", ""S Bishop St"", ""South Side"", ""Chicago"", ""Cook County"", ""IL"", ""US"", ""60643""), types = list(""street_number"", ""route"", c(""neighborhood"", ""political""), c(""locality"", ""political""), c(""administrative_area_level_2"", ""political""), c(""administrative_area_level_1"", ""political""), c(""country"", ""political""), ""postal_code""))), formatted_address = ""8013 S Bishop St, Chicago, IL 60643, USA"", 
    geometry = list(location = list(lat = 41.6975451, lng = -87.6588208), location_type = ""RANGE_INTERPOLATED"", viewport = list(northeast = list(lat = 41.6988940802915, lng = -87.6574718197085), southwest = list(lat = 41.6961961197085, lng = -87.6601697802915))), place_id = ""Eig4MDEzIFMgQmlzaG9wIFN0LCBDaGljYWdvLCBJTCA2MDY0MywgVVNBIhsSGQoUChIJ4aSaHAAlDogRag_uSYi1dxMQzT4"", types = list(""street_address""))","OK",1,"Eig4MDEzIFMgQmlzaG9wIFN0LCBDaGljYWdvLCBJTCA2MDY0MywgVVNBIhsSGQoUChIJ4aSaHAAlDogRag_uSYi1dxMQzT4","8013 S Bishop St, Chicago, IL 60643, USA",41.6975451,-87.6588208,"S Bishop St","Chicago","Cook County","IL","US","short_name","8013","South Side","60643",NA,NA,NA,NA
"8013 S WASHTENAW ",6,2015-09-05,2015-09-05,"Chicago","IL",NA,8013,"S WASHTENAW","S","WASHTENAW","WASHTENAW",NA,"8013+S+WASHTENAW+Chicago,IL","https://maps.googleapis.com/maps/api/geocode/json?address=8013+S+WASHTENAW+Chicago,IL&key=AIzaSyCJdnRf5aQd3QEXPpL--L79kd9B0z8rs4U",1,"list(address_components = list(list(long_name = c(""8013"", ""South Washtenaw Avenue"", ""Ashburn"", ""Chicago"", ""Cook County"", ""Illinois"", ""United States"", ""60652"", ""2813""), short_name = c(""8013"", ""S Washtenaw Ave"", ""Ashburn"", ""Chicago"", ""Cook County"", ""IL"", ""US"", ""60652"", ""2813""), types = list(""street_number"", ""route"", c(""neighborhood"", ""political""), c(""locality"", ""political""), c(""administrative_area_level_2"", ""political""), c(""administrative_area_level_1"", ""political""), c(""country"", ""political""), ""postal_code"", 
    ""postal_code_suffix""))), formatted_address = ""8013 S Washtenaw Ave, Chicago, IL 60652, USA"", geometry = list(bounds = list(northeast = list(lat = 41.7477077, lng = -87.6897074), southwest = list(lat = 41.7476345, lng = -87.6899246)), location = list(lat = 41.7476682, lng = -87.6898341), location_type = ""ROOFTOP"", viewport = list(northeast = list(lat = 41.7490200802915, lng = -87.6884670197085), southwest = list(lat = 41.7463221197085, lng = -87.6911649802915))), place_id = ""ChIJgTNzLOUvDogRmfIfHtpr59U"", 
    types = list(""premise""))","OK",1,"ChIJgTNzLOUvDogRmfIfHtpr59U","8013 S Washtenaw Ave, Chicago, IL 60652, USA",41.7476682,-87.6898341,"S Washtenaw Ave","Chicago","Cook County","IL","US","short_name","8013","Ashburn","60652","2813",NA,NA,NA
"8018 S AVALON ",4,2017-02-24,2017-02-24,"Chicago","IL",NA,8018,"S AVALON","S","AVALON","AVALON",NA,"8018+S+AVALON+Chicago,IL","https://maps.googleapis.com/maps/api/geocode/json?address=8018+S+AVALON+Chicago,IL&key=AIzaSyCJdnRf5aQd3QEXPpL--L79kd9B0z8rs4U",1,"list(address_components = list(list(long_name = c(""8018"", ""South Avalon Avenue"", ""Avalon Park"", ""Chicago"", ""Cook County"", ""Illinois"", ""United States"", ""60619"", ""4506""), short_name = c(""8018"", ""S Avalon Ave"", ""Avalon Park"", ""Chicago"", ""Cook County"", ""IL"", ""US"", ""60619"", ""4506""), types = list(""street_number"", ""route"", c(""neighborhood"", ""political""), c(""locality"", ""political""), c(""administrative_area_level_2"", ""political""), c(""administrative_area_level_1"", ""political""), c(""country"", ""political""), ""postal_code"", 
    ""postal_code_suffix""))), formatted_address = ""8018 S Avalon Ave, Chicago, IL 60619, USA"", geometry = list(bounds = list(northeast = list(lat = 41.7489771, lng = -87.5943887), southwest = list(lat = 41.7489094, lng = -87.5945952)), location = list(lat = 41.7489439, lng = -87.5945082), location_type = ""ROOFTOP"", viewport = list(northeast = list(lat = 41.7502922302915, lng = -87.5931429697085), southwest = list(lat = 41.7475942697085, lng = -87.5958409302915))), place_id = ""ChIJWeK1yJYoDogRTynnbJWwLuA"", 
    types = list(""premise""))","OK",1,"ChIJWeK1yJYoDogRTynnbJWwLuA","8018 S Avalon Ave, Chicago, IL 60619, USA",41.7489439,-87.5945082,"S Avalon Ave","Chicago","Cook County","IL","US","short_name","8018","Avalon Park","60619","4506",NA,NA,NA
"8019 S WOODLAWN ",2,2011-11-23,2011-11-23,"Chicago","IL",NA,8019,"S WOODLAWN","S","WOODLAWN","WOODLAWN",NA,"8019+S+WOODLAWN+Chicago,IL","https://maps.googleapis.com/maps/api/geocode/json?address=8019+S+WOODLAWN+Chicago,IL&key=AIzaSyCJdnRf5aQd3QEXPpL--L79kd9B0z8rs4U",1,"list(address_components = list(list(long_name = c(""8019"", ""South Woodlawn Avenue"", ""Avalon Park"", ""Chicago"", ""Cook County"", ""Illinois"", ""United States"", ""60619"", ""4507""), short_name = c(""8019"", ""S Woodlawn Ave"", ""Avalon Park"", ""Chicago"", ""Cook County"", ""IL"", ""US"", ""60619"", ""4507""), types = list(""street_number"", ""route"", c(""neighborhood"", ""political""), c(""locality"", ""political""), c(""administrative_area_level_2"", ""political""), c(""administrative_area_level_1"", ""political""), c(""country"", ""political""), 
    ""postal_code"", ""postal_code_suffix""))), formatted_address = ""8019 S Woodlawn Ave, Chicago, IL 60619, USA"", geometry = list(bounds = list(northeast = list(lat = 41.7489603, lng = -87.5950768), southwest = list(lat = 41.7488935, lng = -87.5952571)), location = list(lat = 41.7489188, lng = -87.5951641), location_type = ""ROOFTOP"", viewport = list(northeast = list(lat = 41.7502758802915, lng = -87.5938179697085), southwest = list(lat = 41.7475779197085, lng = -87.5965159302915))), place_id = ""ChIJ8XABwpYoDogRopT9G1zXQ_Y"", 
    types = list(""premise""))","OK",1,"ChIJ8XABwpYoDogRopT9G1zXQ_Y","8019 S Woodlawn Ave, Chicago, IL 60619, USA",41.7489188,-87.5951641,"S Woodlawn Ave","Chicago","Cook County","IL","US","short_name","8019","Avalon Park","60619","4507",NA,NA,NA
"8020 S COLES ",6,2017-03-11,2017-03-11,"Chicago","IL",NA,8020,"S COLES","S","COLES","COLES",NA,"8020+S+COLES+Chicago,IL","https://maps.googleapis.com/maps/api/geocode/json?address=8020+S+COLES+Chicago,IL&key=AIzaSyCJdnRf5aQd3QEXPpL--L79kd9B0z8rs4U",1,"list(address_components = list(list(long_name = c(""8020"", ""South Coles Avenue"", ""South Chicago"", ""Chicago"", ""Cook County"", ""Illinois"", ""United States"", ""60617"", ""1625""), short_name = c(""8020"", ""S Coles Ave"", ""South Chicago"", ""Chicago"", ""Cook County"", ""IL"", ""US"", ""60617"", ""1625""), types = list(""street_number"", ""route"", c(""neighborhood"", ""political""), c(""locality"", ""political""), c(""administrative_area_level_2"", ""political""), c(""administrative_area_level_1"", ""political""), c(""country"", ""political""), 
    ""postal_code"", ""postal_code_suffix""))), formatted_address = ""8020 S Coles Ave, Chicago, IL 60617, USA"", geometry = list(bounds = list(northeast = list(lat = 41.7494829, lng = -87.5493513), southwest = list(lat = 41.7494232, lng = -87.5495565)), location = list(lat = 41.7494617, lng = -87.5494455), location_type = ""ROOFTOP"", viewport = list(northeast = list(lat = 41.7508020302915, lng = -87.5481049197085), southwest = list(lat = 41.7481040697085, lng = -87.5508028802915))), place_id = ""ChIJxZKpqhAoDogRjzVL-e5ghhg"", 
    types = list(""premise""))","OK",1,"ChIJxZKpqhAoDogRjzVL-e5ghhg","8020 S Coles Ave, Chicago, IL 60617, USA",41.7494617,-87.5494455,"S Coles Ave","Chicago","Cook County","IL","US","short_name","8020","South Chicago","60617","1625",NA,NA,NA
"8026 S ESSEX ",6,2015-10-06,2015-10-06,"Chicago","IL",NA,8026,"S ESSEX","S","ESSEX","ESSEX",NA,"8026+S+ESSEX+Chicago,IL","https://maps.googleapis.com/maps/api/geocode/json?address=8026+S+ESSEX+Chicago,IL&key=AIzaSyCJdnRf5aQd3QEXPpL--L79kd9B0z8rs4U",1,"list(address_components = list(list(long_name = c(""8026"", ""South Essex Avenue"", ""South Chicago"", ""Chicago"", ""Cook County"", ""Illinois"", ""United States"", ""60617"", ""1221""), short_name = c(""8026"", ""S Essex Ave"", ""South Chicago"", ""Chicago"", ""Cook County"", ""IL"", ""US"", ""60617"", ""1221""), types = list(""street_number"", ""route"", c(""neighborhood"", ""political""), c(""locality"", ""political""), c(""administrative_area_level_2"", ""political""), c(""administrative_area_level_1"", ""political""), c(""country"", ""political""), 
    ""postal_code"", ""postal_code_suffix""))), formatted_address = ""8026 S Essex Ave, Chicago, IL 60617, USA"", geometry = list(bounds = list(northeast = list(lat = 41.7491454, lng = -87.5639495), southwest = list(lat = 41.749063, lng = -87.564119)), location = list(lat = 41.7491196, lng = -87.5640144), location_type = ""ROOFTOP"", viewport = list(northeast = list(lat = 41.7504531802915, lng = -87.5626852697085), southwest = list(lat = 41.7477552197085, lng = -87.5653832302915))), place_id = ""ChIJt0ORHGwoDogRNVLRnCX7kO4"", 
    types = list(""premise""))","OK",1,"ChIJt0ORHGwoDogRNVLRnCX7kO4","8026 S Essex Ave, Chicago, IL 60617, USA",41.7491196,-87.5640144,"S Essex Ave","Chicago","Cook County","IL","US","short_name","8026","South Chicago","60617","1221",NA,NA,NA
"8026 S TROY ",6,2015-09-17,2015-09-17,"Chicago","IL",NA,8026,"S TROY","S","TROY","TROY",NA,"8026+S+TROY+Chicago,IL","https://maps.googleapis.com/maps/api/geocode/json?address=8026+S+TROY+Chicago,IL&key=AIzaSyCJdnRf5aQd3QEXPpL--L79kd9B0z8rs4U",1,"list(address_components = list(list(long_name = c(""8026"", ""South Troy Street"", ""Ashburn"", ""Chicago"", ""Cook County"", ""Illinois"", ""United States"", ""60652"", ""2615""), short_name = c(""8026"", ""S Troy St"", ""Ashburn"", ""Chicago"", ""Cook County"", ""IL"", ""US"", ""60652"", ""2615""), types = list(""street_number"", ""route"", c(""neighborhood"", ""political""), c(""locality"", ""political""), c(""administrative_area_level_2"", ""political""), c(""administrative_area_level_1"", ""political""), c(""country"", ""political""), ""postal_code"", 
    ""postal_code_suffix""))), formatted_address = ""8026 S Troy St, Chicago, IL 60652, USA"", geometry = list(bounds = list(northeast = list(lat = 41.7472324, lng = -87.7013148), southwest = list(lat = 41.7471493, lng = -87.701473)), location = list(lat = 41.7471995, lng = -87.7013845), location_type = ""ROOFTOP"", viewport = list(northeast = list(lat = 41.7485398302915, lng = -87.7000449197085), southwest = list(lat = 41.7458418697085, lng = -87.7027428802915))), place_id = ""ChIJaf9WSAMwDogRK6BoDGPIQls"", 
    types = list(""premise""))","OK",1,"ChIJaf9WSAMwDogRK6BoDGPIQls","8026 S Troy St, Chicago, IL 60652, USA",41.7471995,-87.7013845,"S Troy St","Chicago","Cook County","IL","US","short_name","8026","Ashburn","60652","2615",NA,NA,NA
"8028 S EVANS ",2,2017-01-10,2017-01-10,"Chicago","IL",NA,8028,"S EVANS","S","EVANS","EVANS",NA,"8028+S+EVANS+Chicago,IL","https://maps.googleapis.com/maps/api/geocode/json?address=8028+S+EVANS+Chicago,IL&key=AIzaSyCJdnRf5aQd3QEXPpL--L79kd9B0z8rs4U",1,"list(address_components = list(list(long_name = c(""8028"", ""South Evans Avenue"", ""Chatham"", ""Chicago"", ""Cook County"", ""Illinois"", ""United States"", ""60619"", ""3972""), short_name = c(""8028"", ""S Evans Ave"", ""Chatham"", ""Chicago"", ""Cook County"", ""IL"", ""US"", ""60619"", ""3972""), types = list(""street_number"", ""route"", c(""neighborhood"", ""political""), c(""locality"", ""political""), c(""administrative_area_level_2"", ""political""), c(""administrative_area_level_1"", ""political""), c(""country"", ""political""), ""postal_code"", 
    ""postal_code_suffix""))), formatted_address = ""8028 S Evans Ave, Chicago, IL 60619, USA"", geometry = list(bounds = list(northeast = list(lat = 41.748584, lng = -87.6065295), southwest = list(lat = 41.7485096, lng = -87.6067543)), location = list(lat = 41.7485363, lng = -87.6066614), location_type = ""ROOFTOP"", viewport = list(northeast = list(lat = 41.7498957802915, lng = -87.6052929197085), southwest = list(lat = 41.7471978197085, lng = -87.6079908802915))), place_id = ""ChIJt8zMVrooDogRm9ht4zawAyw"", 
    types = list(""premise""))","OK",1,"ChIJt8zMVrooDogRm9ht4zawAyw","8028 S Evans Ave, Chicago, IL 60619, USA",41.7485363,-87.6066614,"S Evans Ave","Chicago","Cook County","IL","US","short_name","8028","Chatham","60619","3972",NA,NA,NA
"8033 S SANGAMON ",6,2014-10-11,2014-10-11,"Chicago","IL",NA,8033,"S SANGAMON","S","SANGAMON","SANGAMON",NA,"8033+S+SANGAMON+Chicago,IL","https://maps.googleapis.com/maps/api/geocode/json?address=8033+S+SANGAMON+Chicago,IL&key=AIzaSyCJdnRf5aQd3QEXPpL--L79kd9B0z8rs4U",1,"list(address_components = list(list(long_name = c(""8033"", ""South Sangamon Street"", ""Gresham"", ""Chicago"", ""Cook County"", ""Illinois"", ""United States"", ""60620"", ""2534""), short_name = c(""8033"", ""S Sangamon St"", ""Gresham"", ""Chicago"", ""Cook County"", ""IL"", ""US"", ""60620"", ""2534""), types = list(""street_number"", ""route"", c(""neighborhood"", ""political""), c(""locality"", ""political""), c(""administrative_area_level_2"", ""political""), c(""administrative_area_level_1"", ""political""), c(""country"", ""political""), ""postal_code"", 
    ""postal_code_suffix""))), formatted_address = ""8033 S Sangamon St, Chicago, IL 60620, USA"", geometry = list(bounds = list(northeast = list(lat = 41.7477899, lng = -87.6472033), southwest = list(lat = 41.7477295, lng = -87.6474449)), location = list(lat = 41.747751, lng = -87.6473321), location_type = ""ROOFTOP"", viewport = list(northeast = list(lat = 41.7491086802915, lng = -87.6459751197085), southwest = list(lat = 41.7464107197085, lng = -87.6486730802915))), place_id = ""ChIJR6yK6W8vDogRNBGoPOrUjY4"", 
    types = list(""premise""))","OK",1,"ChIJR6yK6W8vDogRNBGoPOrUjY4","8033 S Sangamon St, Chicago, IL 60620, USA",41.747751,-87.6473321,"S Sangamon St","Chicago","Cook County","IL","US","short_name","8033","Gresham","60620","2534",NA,NA,NA
